Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends
Taylor W.,29/05/23,,,,5,"It was delicious and had unique food, great service, cool vibe. Would definitely return!",8,
Frank W.,11/06/23,,,,5,"Smyrna was suggested by some friends, and we were more than pleasantly surprised.

The service was outstanding from the hostess, our waiter, the bartender, and even the chef dropped by our table.  

We had their craft cocktails to start. After cocktails, we had the farmers bread, which is part sourdough and made with grain from a local mill. Next, it was the fried calamari (with a cucumber dill sauce) and charred octopus (with a reduction sauce that was off the chart!), both were amazing. 

For our mains, we had a chicken skewer and a burger. My wife loved the chicken skewer with a little slight heat that she really enjoyed. The burger was cooked perfectly, the fries were straight out of the fryer, and crispy.  

For our dessert, we had something that is not on the menu yet, but the chef said it may be coming soon. The dessert was strawberries, with meringue, Turkish cotton candy, and Meyer lemon granita. I have to say that It was the most amazing dessert I've ever eaten. 

It was by far one of, if not the best place we've eaten in, in Charlottesville. 

A culinary experience!",13,
Thomas B.,20/06/23,,,,5,"One of the better meals I've had in Cville in quite a while. Couldn't recommend it more highly!

Great service as well, very attentive staff.",4,251
Perry R.,22/06/23,,,,5,"This restaurant really deserves a 5 star rating. The food (mezze, meatballs and calamari) was delicious and the cheesecake was killer good. The service was friendly and attentive and we enjoyed the interaction very much. Highly recommended.",20,2
Julia W.,03/07/23,,,,5,"We had the charred eggplant, lamb kebab, and green salad. All were delicious and we would go back.",11,44
Reb N.,06/08/23,,,,5,"Wow! What a surprise! We had a nice variety octopus, oysters, rockfish and hummus trio. All were delicious! Service was fast and courteous. We will be back soon!",20,
Jeff S.,10/08/23,,,,5,Fantastic food and bar. Great service. Recommend. Really enjoyed it and will be back.,20,117
Esha R.,12/08/23,,,,5,"Oh my God, I was completely blown away by this place. I have tried a lot of different Mediterranean places and upscale restaurants, but this is by far one of my top three restaurants that I have ever tried. Not only was the service amazing, and the ambience super eclectic, but the food was out of this world.

We started by ordering what the waiter recommended, and it was great because he actually knew everything about the process and where the food came from which I really appreciate when I ask the waiter what they recommend. First was a variety of oysters from different parts of the country and then bread came with different Middle Eastern dips and that was absolutely phenomenal as well as a cold soup (fyi they do charge for each extra bread you order sadly). We started to order a bunch of entrées and each one had so many different flavors and textures that we finished everything on the plate. I was even very happy to see that their mocktails and non-alcoholic beverages were abundant, and when it came out, it was as pretty as my friends who got cocktails.

The desserts that we got were out of this world. There was one with a Turkish cotton candy style flavoring that melted in our mouth, which I don't think I will ever forget. The experience was amazing and the restaurant even let us sit late because it started storming outside. 

The only parking is on the street so you may have to walk a couple blocks based on how crowded it is in the area. I cannot wait to go back.",38,12
Russlyn S.,17/08/23,,,,5,Truly the best hummus I have ever tasted--and incredible homemade bread! To die for.,1,
Emily Y.,08/09/23,,,,5,"Wonderful meal at Smyrna tonight! Start to finish, a lovely experience. I can't think of a single flaw. Our host Martin was super attentive & took great care of us. Food & drink were superb - we ordered a bunch of stuff to share & I will just list them starting with my faves, but everything was great. The unique cotton candy dessert was such a perfect end to the meal:
Manti dumplings (amazing little mini dumplings), chicken kabob (delicious seasoning), seafood main (SO MUCH juicy seafood & dippable jus), calamari in fluffy tempura-like batter, lamb kabob, heirloom tomorrow salad, mezze...great crusty bread & we appreciated the complimentary gazpacho to kick things off. 
Thank you Smyrna! Highly recommend & we look forward to next time.",34,
Victoria B.,10/09/23,,,,5,"Best service, best food and best vibe. caring employees who are truly paying close attention to their customers. The bartender even came out from behind the bar to fill out water glasses. The food was over the top amazing!! we will be back for sure!!",4,
Sheila M.,25/09/23,,,1,1,"This place is all hype.  I brought my mother here on her birthday and it was so disappointing! The decor is swanky -- dim lights, cool music, nice bar.  So lots of mood points, but zero food points.  We ordered the charred octopus and the meze trio to start, followed by lamb skewers, manti dumplings and fisherman guvec. For drinks, we had the kusco poison. The meze trio was blah--hummus and tzatziki/labneh seemed sourced out of packets, the eggplant was smoky but otherwise unremarkable in flavor.  I baked better bread at home over the pandemic than what came with the dips.  The drink was mostly champaign with a hint of something yuzu/citrous, but just too subtle to be lively. The worst part was the 40 min. wait before the mains arrived.  The octopus was hard as a rubber hose.  We were starving so we ate it. The rest of the items were passable, but nothing that Public Oyster, Mas, Orzo, Tavola, Oakhart Social, Petit Pois, C&O, and even Maya two doors down can't serve equivalents of in a heartbeat.  The fish was the best item if I had to choose--it was perfectly cooked and the broth was complex. There is a rhythm to Aegean meze that involves generous quantities of tasty bites, some savory, some tart or sweet with delicate textures and light broths.  Accompanied by lightly charred fishes and meats and some fragrant drinks.  All doled out at a perfect pace.  This place didn't come close to that dance.  For the prices, Sultan Kebab (its sister restaurant) serves up fare that is actually worth what they charge.  The chef was very gracious.  Insisted on giving us a baklava cheesecake to make up for the disastrous octopus and the endless wait, but that cloying block of honey drenched pastry didn't make up for the lackluster experience.  I grew up on Mediterranean food in that part of the world and this is nothing like it.  Cville has too many good restaurants for this to be as buzzy as it is.",25,46
Mae O.,29/09/23,,,,5,"Excellent food, especially the fish stew! Our server was great and service was very friendly! One of our best meals this summer.",17,64
Lauren G.,21/10/23,,,,5,Wonderful service and food. My favorite was the hummus as well as the beef skewers. The staff is so friendly and warm.,4,
Alex G.,29/10/23,,,,5,"We had such a phenomenal meal here. We got the mezze trio, beet salad, crudo, fries, chicken skewer, and lamb meatball skewer. Everything was fantastic. 

Shockingly, the beets -- wide ribbons marinaded and sprinkled with crushed hazelnuts -- were the don't miss item (and a comp for some reason? Thanks!). 

Service was great -- attentive without being intrusive. 

One of the best meals I've had in a while.",2,
Alex G.,29/10/23,,,,5,"We had such a phenomenal meal here. We got the mezze trio, beet salad, crudo, fries, chicken skewer, and lamb meatball skewer. Everything was fantastic. 

Shockingly, the beets -- wide ribbons marinaded and sprinkled with crushed hazelnuts -- were the don't miss item (and a comp for some reason? Thanks!). 

Service was great -- attentive without being intrusive. 

One of the best meals I've had in a while.",25,
Sal C.,13/11/23,,,,5,"Great Mediterranean/Turkish restaurant. Excellent service, well-paced without the rush. So hard to decide what to order. Started with meze trio; charred eggplant, hummus and yogurt-goat cheese dips with plenty of warm bread. Followed with curried pumpkin soup. Warm spices were perfect for a chilly night. Mains were chicken skewers and fishermen's stew. Chicken was tender and moist. Stew was perfect with shellfish and rockfish in a light and flavorful saffron broth. If you're in Charlottesville, you must try this exceptional restaurant.",4,
Kayla R.,13/11/23,,,,5,"Amazing! Literally everything we ordered was so delicious! Butternut soup, beet salad (best I've ever had)  Dip trio, dumplings (my favorite dish) and all 3 skewers PLUS baklava cheesecake., literally heaven! so clean, cute, great service and yummy!",2,
Jessica G.,01/12/23,,,,5,"An absolute dream.

Having a perfect dish is a fine balance of decadence and acid - leading you to the next bite. Everything I had delivered on that.

The wine and cocktail menu is absolutely fantastic. I found myself reading over and over the menu and really thought it hit every single mark, surely any person you be here will be incredibly happy.

I will find myself dreaming of the Manti Dumplings and Smyrna Sour for weeks, months, and maybe even years to come. Hell, I'd drive to Charlottesville from DC just for a second round.

Kudos, Chef. Keep the dream alive. Cheers to you.",152,18
Elizabeth M.,24/12/23,,,,5,Great place to bring friends and family visiting town. Good vibes and delicious food. I particularly like the lamb skewers and the manti dumplings.,8,
Mark E.,31/12/23,,,,5,"Orhun and his staff create a fabulous dining experience. The ambiance is warm and welcoming. The servers are attentive. We've eaten at this restaurant 3 times and the food has been consistently excellent. Tarik, the executive chef, has created an eclectic and unique menu that's both unique and enticing. Everything we've tried has been delicious. I can't recommend it enough.",21,2
Doug L.,26/01/24,,,,5,"We knew the food would be a little out of the ordinary, Smyrna being a Turkish / Mediterranean restaurant, but we weren't expecting stellar, outstanding, never-before dishes. The custom cocktails were interesting and delicious, the curried squash soup was just a little spicy and a brand new combination of flavors and textures. The chicken ""skewers"" were flavorful, tasty medallions of roast chicken with a red (paprika?) sauce that added another layer to the experience. Manti dumplings were tiny and plentiful and well-paired with a sour (yogurt?) sauce. Staying away from the dessert menu was impossible as we'd never heard of ""baklava cheesecake"" before and the fortified dessert wines included decent tawny port AND vinsanto. Absolutely delightful staff, carefully-restrained elegant atmosphere, and nowhere near as noisy as other nearby establishments. Highly recommended!",103,20
Sonia D.,18/02/24,,,,5,"We really enjoyed our dinner tonight at Smyrna. The food was delicious, our server extremely attentive and helpful, and the ambiance was lively but with the ability to carry on a conversation. Our party ordered many of the well loved items mentioned in previous reviews including the  trio of dips, squash soup, and manti dumplings-it's easy to see why they are popular! We also got the fish stew and vegetable mains. Highly recommend for a tasty meal with great service and atmosphere",6,
Laura J.,19/02/24,,,,5,"We had dinner here last night for my 35th birthday. It was the right choice!! We started with the de la Manhattan and the Turkish coffee martini (my husband's order - it was delicious but I would have saved it for dessert!) 
Apps were the meze trio - we loved all three but my favorite was the hummus. Then we got a sample of the butternut squash soup from the kitchen - so good! Gently spicy and the pepitas were a nice contrast. 
For our main we split the doner kebab, lamb kebab, and the dumplings. Everything was delicious but the doner was an absolute standout. 
We were sent home with the baklava cheesecake and it was INCREDIBLE. I will be back just for the cheesecake. 

The ambience was cozy, the service was attentive and friendly. Thank you so much Smyrna for an epic celebration!!",3,86
Robert L.,26/02/24,,,,5,"Food and service were both excellent. This is a rare gem, even for the 'foodie' establishment of Charlottesville. If he were able, Thomas Jefferson would likely be knocking on the door.

Pro tip: make a reservation.  This is a relatively small restaurant and it fills up quickly.",53,3
Elizabeth E.,27/02/24,,,,5,"It's tapas so you know what you're getting yourself into in terms of bang for buck.

All of the beverages our table ordered were great. Kuzcos poison was the favorite of the two I ordered with blue lambas being the other. My husband and our friend got the Smyrna sour and they both loved them. Our other friend got the Turkish coffee martini and she said it was delicious. 

We got the olives, the mezze trio and the beet salad. The olives and all the dips were phenomenal. Both the regular bread and the gluten free bread were delicious. The beet salad, however, was bad. I would not order it ever again anywhere. 

My husband and I split the three skewers. All of them were delicious. That was some of the most moist chicken I've ever had anywhere. The beef was good, nothing special. The lamb meatballs were really yummy. 

Overall I'm a big fan and I'd go back. Since everything was practically perfect (excepting the salad), I think 5 stars is fair but 4.5 would be more accurate",141,167
Kelly K.,24/03/24,,,,5,"We really enjoyed our meal at Smyrna. We started with a meze trio and then I had the Vegetable Turlu and my husband had the Fisherman Guvec!  Everything was very, very favorable! Great portions too! And the service was amazing!  Check Smyrna out!",15,120
Ry L.,31/03/24,3,1,3,5,"I'm still in awe of this restaurant. Tonight, I finally tried the Manti Dumplings, one of their most popular dishes, probably their staple. I was always hesitant because I don't like mushrooms. This is perhaps one of the best dishes I've ever eaten. Again, I don't even like mushrooms. 

Also, tried the chicken skewers for the first time. I was a bit disappointed because their menu can change seasonally, and I was banking on trying the beef skewers but they're no longer on the menu. (Lamb is still an option, though.) However, the chicken didn't let me down. They have an impressive char flavor and are juicy and flavorful. Even the garnish and sauce were incredible. 

I've yet to try anything here that didn't impress me. By far my favorite restaurant in Charlottesville.",196,68
Emma S.,11/05/24,,,,4,Ambiance was great! Best part was the dip trio! I thought it was a little pricey for the portion sizes,3,
Angela B.,14/05/24,,,,5,"I had a lovely evening here! The food was lovely and was so comforting. The interior is cozy, but still spaced out enough that you're not distracted by other table's conversations. 
I think my favorite thing I tasted was a toss up between the smoked eggplant dip and the Smokey Mountain cocktail. Both just had such amazing depth. Honorable mention to that hummus. I have to find a way to recreate that flavor!

My only thought in improvement was very minor, and I feel like I'm splitting hairs with this one. The gazpacho, although delicious, I wished packed a bit more of that tart/sour cherry flavor advertised on the menu. The cherries in the dish were far sweeter than I expected, but it was such a tiny detail. 

I would recommend this place for anyone looking to see how flavorful vegetarian food can be. These folks did great!",8,
Natalie H.,14/05/24,,,,5,This place is truly worth 5 stars. The food was divine and presented beautifully. Presentation was really out of this world. The drinks were unique and delicious. Service was excellent and thoughtful. The whole place was amazing!! Truly worth the 5 stars. If you haven't been you must go!!,2,
Andrew S.,11/06/24,5,1,7,5,"What a fantastic find. I was recently here for dinner and loved everything we ordered. We started with the bread, beet salad, and calamari. Beet salad was super tasty and it made me wonder how they managed to shred the beets like that. Interesting way to serve it. Fried Calamari was crispy, fresh and went well with the sauce. My main was the Lamb Burger, which comes with fries. Burger and fries were perfection. I love when the fries are super thin and crispy. Highly recommend all of these dishes. 
 
Service was fast and friendly. The server did a great job coming back to check on us and fill our waters. Street parking in the area, with more parking available in nearby lots. Can't wait to come back.",1268,4808
Tricia W.,09/07/24,,,,5,"I had read good things about Smyrna and was curious to try it. Every dish was done uniquely and deliciously. My table shared a bunch of dishes, small and large and we were impressed with every one of them. The waitstaff and busser were very attentive and friendly. Harun was our server and was very helpful. Would recommend to anyone 10/10.",108,151
Charles C.,11/07/24,,,,5,"This was an incredible meal from beginning to end. The staff are so friendly and helpful without being pushy. They have creative and delicious cocktails. I got a Smokey Mountain which had smokey whiskey, amaro, and rosemary among other things. Delightful. We ended up sharing a goat cheese appetizer with perfect bread, lamb meatballs served with a dill yogurt sauce and incredible dumplings called manti. I had never had them before and would definitely get again. I love that the portions are perfectly sized. We didn't have leftovers and we didn't over eat too much. Dessert was a baklava cheesecake. Wow! One of the best meals I've had in a while.",38,213
Rodin Z.,22/07/24,,,,5,"Fantastic!!! Authentic!
Turkish delight to the max. We had the best experience!
Our server was so sweet, genuinely interested in making our visit pleasant, very attentive.
Exquisite flavors!!! We absolutely loved every dish and savored every bite!
If we lived in this city, it would be our regular spot. Highly recommend!",8,
Kim V.,24/07/24,,,,5,"One of my top two places to eat in CVille so far. Great food, service, and cocktails in a ""just right"" environment.",20,15
Kate S.,03/08/24,,,,5,"We had a blast here! The server (a guy with glasses - can't remember his name ) totally matched our vibes and even engaged in a game of ""what vegetable could you eat the most of"" with us. Each dish packed a punch of flavor, nuance, and aesthetically pleasing - trust us, we tried a lot! Besides the obvious (dip trio, dumplings) the octopus is a MUST try. Mocktails and beverages all delivered. We were sat promptly at our reservation time. A gem!",117,
Mark M.,18/08/24,,,,5,Absolutely fantastic! The service from hostess to wait staff was top notch and the food was absolutely amazing.  We'll be back every time we visit the area.,10,
Alec B.,07/09/24,,,,5,Wow. Everything we tried was beyond fantastic! Great service as well. Awards in their future.,2,
Payton W.,09/09/24,,,,5,"Wonderful experience. The service was fantastic and the food was even better! We shared the charred eggplant and each tried the manti dumplings and both were incredible. They also have a great cocktail list-- I was having trouble deciding what to try but went with the gimlet, which was excellent. Perfect spot for a special occasion!",49,
