,,Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends,(view source)
32,,Josh P.,06/05/17,,,,3,"This review is where I wish we could leave half stars.  3 1/2 would be my rating.  Cute little French place in the downtown Charlottesville area.  We ate outside which is a little loud, but the inside of the restaurant is pretty small.  The outdoor seating at least doubles the capacity.  Server was great, very attentive.  Little things bugged me life my knife was not clean, butter was given very sparingly, my lobster bisque while tasty had broken a little.  Over all the food was good, but for as small a place as this is the details are so important.  There were 3 in the party.  Ordered a bottle of wine and a glass of red for my friend. Wine pricing is pretty fair about 100% mark up so about normal.  Trout entrŽe was good, but the sauce while delicious was enough for one filet, but two came on the plate.  Hanger steak was inconsistent.  2 were ordered one was tender and one was not.  Unimpressed with the French onion soup, seemed to lack flavor.  All and all its a cute place in a cool setting, but with a little extra work on details it would be 4 star easy.",245,11,view review
33,,Stephanie T.,10/05/17,,,1,5,"This was our first stop when we returned to Charlottesville for vacation this year. Their menu is simple, fresh, and delicious. I never feel too full, and love having healthy options like the fresh kale salad as an appetizer and my husband had the frisee salad. For lunch I had Trout Amandine, which was flavored with black pepper, capers, and butter. Service was fast and pleasant. We will definitely be heading back for lunch again this week.",9,50,view review
34,,Langdon L.,20/06/17,,,,4,"Very quaint and attractive French bistro on the downtown mall. Limited seating makes it an intimate encounter if they're busy, and they have a large outdoor seating portion slightly removed from the traffic of the downtown mall. The wait staff was professional and were efficient in their service. Their steak frites were recommended, and were quite delicious. The meat was cooked a perfect medium-rare and was complimented with an appropriately large side of fries. I'm looking forward to coming back and trying their french onion soup, and enjoying a cozy winter dinner inside or a beautiful spring/fall evening on their patio.",160,387,view review
35,,J H.,28/08/17,,3,3,1,"Sunday brunch.
My wife, 10mo, and I were seated outside around noon.
Two other tables were outside and were about to finish.

Given waters then 4 more tables were sat after us and orders started to be taken before ours.

Wife complained to one of the hostesses/ waitresses, she acknowledged then went to go take orders at another table.

Asked to speak to a manger and was told there was no manager on.

Told that bartender was in charge.  Told bartender that we were leaving because they had skipped over us.

No response.

Waiter, 2 waitresses, and bartender - Caucasian.
We are not Caucasian.

Terrible service, will not return.",8,3,view review
36,,Angel H.,23/09/17,,,,5,"Loved Petit Pois! Excellent food, great service, and romantic atmosphere. The indoor seating is limited, but there's plenty of tables outside in the patio. The servers were attentive and friendly. Always asked if we wanted more bread and refilled our waters frequently! Service was also pretty fast. 

The wine was fantastic! I got the RosŽ Merlot 2016 and it was delicious. Fragrant but not too sweet- has a nice refreshing feel to it! The arugula salad was amazing. The dressing was perfect and so was the amount of shaved parmesan cheese. The pine nuts also added a really nice flavor. I got the Lamb Ragout and liked it a lot. The potato gnocchi was chewy and the smoked lamb was juicy and tender. The sauce was amazing! It was rich but not too greasy or salty and it paired so well with the gnocchi. My boyfriend got the steak and frites and really enjoyed it too! The steak was perfect medium- the outside was crunchy and the inside was super soft and juicy. 

A great place to get dinner! The restaurant has such an intimate, romantic feel to it and the piano jazz music they play is great. People are well dressed and the servers are awesome. My only complaint is that they do not validate parking.",510,454,view review
37,,Kelsey L.,24/10/17,,,,3,Service sucked - bread drinks and entree all came out at one time...  but food was absolutely divine! Loved the patio and we were able to get a seat on a busy Saturday night. Bathroom was pretty gross with tons of flies.,100,50,view review
38,,vivian r.,25/01/18,,,,3,"My roommate and I came here after watching Saul Williams at the Paramount Theater. It is less than 100 meters away so it is a great choice for dinner after or before a show there.  It was restaurant week.  I can't remember what I had for an appetizer.  I had the coq au vin for my entrŽe.  It was really good. I had the cheese dish for my dessert course. It was just okay.  It was really a small and cramped space.  So, that also contributed to the rating. Overall decent meal.",339,64,view review
39,,Sonia B.,13/03/18,,,,5,great food!! the brussel sprouts were perfect and the staff is very considerate of dietary restrictions and accommodating in like many other restaurants. Very good vegan and vegetarian dishes,2,,view review
40,,Reilly S.,03/04/18,1,1,1,4,"Overall, I really enjoyed Petit Pois and highly recommend trying this French-style restaurant. While the fare is a bit pricier than other selections on the Downtown Mall, PP really is a step above the rest. The decor is intimate, but rustic, with a countryside interior and a nice outside deck. As the weather cools down in the late afternoon and early evening, the deck gives a nice view of the mall, perfect for a glass of wine with friends and family. The menu offers a variety of food items, with each dish built around seasonal, fresh ingredients. Each dish our group ordered highlighted local ingredients and demonstrated a deep attention to detail. Bellow is a description of the dishes I ordered:

Coq Au Vin: While I typically steer away from ordering chicken at restaurants, this bird was cooked beautifully. The meat was moist throughout and nearly fell off of the bone. The resulting wine sauce had a deep, rich flavor with a nice saltiness. The mushroom and carrot lardon on the top complimented the meal really well, adding nice earthy and herby flavors to the dish. The buttery, purred potatoes were also well executed, providing a great base to soak up the complex flavors.

Side of Brussels Sprouts: These were fantastic; the sprouts were really well roasted, crispy on the outside and buttery on the inside. The parmesan on top added a great saltiness while the bacon offered a rich hearty tone to the meal. The portion was very generous for $5 and ranks among the top in Charlottesville. Might come back to just order wine and a side of these!

Would definitely recommend going to Petit Pois. While the place is a bit small, the food is really well done and offers a nice deviation from the typical American/Southern food found on the mall. The waitstaff was very helpful and the ambiance relaxing and inviting.",101,608,view review
41,,Conan O.,14/04/18,,,,5,"One of the best brunch spots in town, especially when the weather allows outdoor seating.
Inside is super cozy -- some tables a little too cozy -- but in good weather this is our go to spot

The Benedict is outstanding as is the Shrimp and Poached eggs

Bacon is meaty and always well cooked and the herbed potatoes are amazing -- unless they over herb them then it can be a bit much",82,18,view review
42,,Jennifer S.,23/04/18,,,,4,"Lovely location and terrific service. The staff couldn't have been better or more accommodating. The gnocchi lacked flavor, but the arugula salad was delicious.",209,50,view review
43,,Victoria G.,12/05/18,1,,1,5,"Very nice lunch, great ambience and good service. Both the lunch (gnocchi, risotto, and trout) and dessert (chocolate mousse) were delicious.",15,344,view review
44,,Mariyam D.,28/05/18,,,,5,"Visiting Charlottesville for my birthday. While strolling, we cane across this restaurant. French cuisine and reasonably priced. We ate steak tartar, burger, lamb ragout, and hazelnut chocolate mousse. Everything was delicious and will definitely come here again next time we are in town!",3,5,view review
45,,Anthony F.,17/06/18,,,,3,Well after debating for a while we decided to dine here however we were not impressed by the food. Everything seem to be oily. Out of for dishes we enjoyed the kale salad only. Not joking. They can do better for having great location and setup,7,,view review
46,,Novianti B.,23/07/18,,,,5,"My husband and I favorite lunch spot at the downtown mall. Perfect portion for lunch, i love the salmon and mussel dish. We asked for extra bread so i can dipped it into my mussel jus/soup. Highly recommend this spot",240,7,view review
47,,Cassie P.,01/08/18,11,2,9,3,"There's something special about Main Street in downtown Charlottesville and the wide array of dining options is certainly part of that! On one particular evening, I was in the mood for some French food and landed at Petit Pois. 

I was alone and opted to sit outside on the patio where the hostess gave me a hightop table close to the action. I ordered mussels, French onion soup, and a glass of wine. Overall, it was a-ok but didn't leave me wanting to come back for more. I was particularly letdown by the French Onion Soup. Not sure if it wasn't hot enough or what, but the cheese was a strange texture and I found it all rather bland. The mussels were more flavorful but didn't have a ton of broth to soak up with the bread which is usually the best part! 

I don't know if it was because I was by myself, but the service could've also been better. I was there for a full meal but found the waitress to be inattentive and she didn't let me know of specials which I ended up overhearing her tell neighboring tables later on in my meal... It was my first time at the restaurant so a little more warmth would be appreciated and I would've also probably got dessert but didn't want to overstay my welcome.

The nice patio, people watching, and wine made up for some of the misses. I wouldn't completely discount returning here in the future to maybe try some other dishes, but I wouldn't come back alone.",1843,4027,view review
48,,Kat W.,23/08/18,,,,5,Wow can't say enough about this plane. Great atmosphere and service. Great prices and selection. Got the duck and sparkling champagne.,24,4,view review
49,,O R.,04/11/18,,,1,4,"Warm welcome, excellent attentive but unobtrusive service and a varied and interesting menu. The mussels and chicken liver pate were were flavorful. The hanger steak was perfectly cooked to medium rare- tender & tasty with real Pommes Frites and gravy, and the seafood stew was wonderfully seasoned and prepared. This was a pleasant meal in an intimate milieu.   ""Petit"" is not a misnomer- recommend that you present early or make a reservation.",113,,view review
50,,Grace V.,26/01/19,,,2,1,"We were very disappointed when we arrived at our reservation time for dinner last night. We were told there was a ""miscommunication"" and was offered outdoor seating because there weren't any available tables. Considering that is was 30 degrees outside, this was not a realistic option (even with the heat lamps we were promised). I would have appreciated an apology rather than being repeatedly told that it was a misunderstanding. What exactly did I misunderstand? We weren't given another time and the hist awkwardly stood next to us until we left. This was horrible customer service and poor organization. Sorry, there are too many restaurants in C'ville to settle for that level of service.",7,,view review
51,,Ricardo S.,18/04/19,,1,,5,"I'm a vegetarian, and I can tell when the meatless dishes are just an afterthought.  These were not.  The risotto was cooked perfectly, the gnocchi had a light sear on it (which we all know is superior to just boiling it), and the sauces were vibrant.  And the beet salad was one of the best I've ever had.  Add an elderflower soda to the meal, and there is no way to NOT give them 5 .  As the French say, boo-ya.",3,,view review
52,,Ryan K.,06/05/19,,,,5,"Great brunch on the Downtown mall! I ordered the smoked salmon tart. I enjoyed everything about this dish: the potatoes, the cream cheese, the salmon, and the greens. The brunch prices were very reasonable relative to the portion size. I would highly recommend Petit Pois for brunch.",674,21,view review
53,,Jacob S.,06/05/19,1,,1,4,"The food we had was great, flavorful, well-seasoned. I was a fan of the Lamb Ragout Gnocchi, especially its sauce, even though the lamb was cooked in a way I was not expecting (cubed and a little dry, when I was expecting shredded and moist). I kept wishing for more bread to soak up the sauces of my party's other dishes. 

They did allow our dog to hang out with us which is a huge plus. It was also not terribly expensive for dinner, around $150 for four people with a bottle of wine. 

The only reason it's not a 5 star review was because of the service. It was pretty slow for a Friday night (outside seating full, indoor restaurant empty), but the wait staff still forgot things we asked for and did not check in with our table often enough.",37,21,view review
54,,Heather M.,20/06/19,,,,5,"This restaurant is AMAZING! We are from out of town and ate here six years ago. Since then we kept talking about it and how wonderful it was. So when we came back to C'ville we were thrilled to get to go back. And it did not disappoint! The cheese plate is particularly transcendent! The mussels, frites, chicken, linguine-- it was all amazing and we found ourselves eating off of each other's plates. And while it is classy and not great for kids, they were very accommodating of our kids both times. Don't miss this fabulous restaurant! It's beyond great!",10,,view review
55,,Jackson B.,25/07/19,,,1,5,"One of Charlottesville's best kept secrets is lunch/brunch at Petit Pois. Not a plate over 15$, while still providing the ridiculous level of technique and flavor you'd expect from the dinner menu or even the sister restaurant Fluerie. Amazing for any meal, but the value of brunch is unmatched. 5$ mimosas and 13$ for the best plate of poached eggs and hollandaise I've had in 2019? Yes please.",18,340,view review
56,,Phil T.,08/08/19,1,,1,5,Tonight we had another fabulous meal for our 37th wedding anniversary. Sophie you're a fantastic server. Thank you so much for your kindness. We couldn't have had anyone more wonderful to serve us tonight.,31,70,view review
57,,Rita P.,21/08/19,,,2,5,"Simply delicious! I would recommend for a nice evening out or cool date night. The food is fresh, inventive, French, colorful and unique. Sit on the patio or inside, you'll enjoy you're time at Petit Pois.",194,246,view review
58,,Kate Q.,31/08/19,,,,5,Great service and food! The vegetable risotto was amazing and the lunch prices are very reasonable.,22,,view review
59,,Lila P.,07/09/19,,1,1,3,"The specials we ordered were way better than the entrees listed on the menu. From the menu entrees, we got linguine bolognese, gnocci w/vegetables, and smoked lamb. The pasta noodles were soft, lamb was a bit gamey, and the gnocchi with the sauce was bland. They all just tasted flavorless. 

However, the specials were on the other side of the spectrum. The crab cakes dish were seasoned while the pork tenderloin special was tender and juciy. Why the difference? I have no idea. 

So if I come back next time, I would ask for the specials and order those dishes.",410,1,view review
60,,Jennifer A.,09/09/19,1,1,1,5,"Do yourself a favor and get the smoked salmon and poached egg for brunch! It is seriously life-changing. The dish is made of a potato pancake, salmon cured with gin, a salad of endive and chicory, cream with dill, and of course the poached egg. The flavor of this dish will knock your socks off!",12,97,view review
