,,Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends,(view source)
11,,Matt D.,11/04/18,,,1,5,"By far the best taco restaurant in the area! 

I've been to Brazos multiple times with friends, and I have always had a great experience. It is located right next to the IX Art Park, so the environment is enjoyable from the moment you pull into the parking lot.  There is both indoor and outdoor seating and fast service (even when there is a long line, they typically move quickly through the orders).

My favorite item on the menu is the Pork Star! It comes with a thick slice of pork belly, fresh avocado, sweet white onion, and cilantro. It has a great balance of flavors and textures, and it's a filling portion size. Typically a good portion is an order of about 3 tacos, and I always make sure the Pork Star is one of them!

Another favorite is a special that I always get when it's available. The steak, chimichurri, and mashed potato taco is delicious and filling. I've never had a taco quite like it, as it seems like a small serving of an entree from a high-end restaurant, resting on a fluffy tortilla.  

Brazo's is a fantastic place for a meal or even a quick snack, and I would highly recommend making a visit!",38,487,view review
12,,Sarika P.,12/04/18,,,1,5,"I love Brazos!! This is a great fast-casual restaurant with ""hipster"" tacos (tacos with pretty unique ingredients such as mashed potatoes or pickled watermelon) and has a ton of outdoor seating. It's located in the IX Art Park and has a really great vibe, especially on days when it's sunny outside. 

I would caution that the wait is usually long during peak hours, so I often try to go at off-times. But I sometimes don't mind waiting in the line when I'm craving the tacos because they're just so good.

They allow you to choose between corn and flour tortillas, and I usually end up order 3 (4, if I'm hungry). Some of my favorites are: Carne Asada, Pork Star, Shady Grady, Sir Paul, and Shady Grady. 

They have a good (not a lot) of vegetarian options, but probably only a few vegan options unless you ask them to hold off on ingredients. They also have a selection of beer and drinks, and you can order chips & salsa while waiting for the tacos to be prepared!",31,839,view review
13,,Elliott W.,23/05/18,,,1,5,"What a gem. Good tacos. Great ambience. Great outdoor seating. Great coffee.

Tacos are very good but not the best I've had. That said, super friendly staff, great ambience and awesome outdoor seating area make Brazos a winner in my heart.

Highly recommended!",44,,view review
14,,Ara A.,17/07/18,,,2,4,"Came for the $2 tacos and it was ok. So the specialty tacos are not included so I got the chicken tacos and brisket. The brisket was better than the chicken. I also ordered the carne asada tacos and that was very tasty. It's not as authentic as I would have hoped but all good. Great service, lots of outdoor seating.",1106,213,view review
15,,Michael Y.,25/07/18,1,,2,3,"3.5 stars.

Brazos is your typical taco stand, with a decent selection of different toppings and combibstions, each with their own merits. 

I thought the texture of the tacos weren't great for the meat tacos. It felt really empty, the tortilla was much drier than the ingredients inside, and overall it didn't feel accessible to the mouth. Carne asada was also a big disappointment, which was a bummer.

The pork belly was nice, although the accompanying parts didn't do much to help.

One thing I really liked was the triple pickle. And I'd say  overall, the vegetarian tacos had more character, flavor, and texture to them. I'd definitely want to try more of those if given the chance.",595,1176,view review
16,,Caroline F.,17/12/18,,2,,5,best tacos in cville! Try anything with the mashed potatoes; not quite sure how they get that texture but it's very unique. I love how half the menu is breakfast (served all day). Great outdoor seating when it's warm too!,326,330,view review
17,,Eva L.,11/01/19,1,2,1,5,"Must-go-to! Located right across from one of the few Sake breweries in the United States, 

These tacos will have you drooling for more. Two to three of these wonders will content your ravenous stomach. They are amazingly fast at making the tacos. Shady Grady is one you have to try. Or any of the ones with mash potatoes. I was skeptical, but they are delicious.

For the indecisive ones:
There is a taco randomizer machine (Taco-bot) to help you with that. You can do give preferences or for the bold daredevils out there, you can do the random button. Makes it more enjoyable especially if you can't decipher from all the goodies.

On one of their weekdays, they have a $2 taco deal. Definitely an awesome place to check out and is comparable to Austin tacos (which I have heard are amazing). I'll definitely be here when I come back to Charlottesville.",388,616,view review
18,,Ryan K.,11/02/19,,,1,2,"A disappointing experience. I went on a Saturday at 2, waited in line to order for 15 minutes, and then had about a 50-minute wait for food. The waiting was not unexpected because Brazos was packed with patrons. I ordered the potato egg and cheese taco with bacon and the I willie love you taco. Both of which were served cold and were fairly bland. The bacon was also forgotten from my potato egg and cheese taco which again is not unexpected since it was both loud and busy inside. I had heard good things about Brazos, but a long wait for low-quality food is not my preference when eating out.",674,21,view review
19,,Laura G.,19/02/19,,1,2,4,"We tried this place for the first time for a late lunch yesterday. We started with the whole shebang--chips with salsa, queso (added chorizo for free!) and guac. The salsa had a nice smokiness to it and the queso was good with the chorizo but I would opt to not get it next time, it was a bit greasy. The guac was fresh but definitely needs some onions, cilantro, etc.

I got the fish aficionado taco and the solid taco. Two was definitely enough to fill me up since we got the chips. The fish taco was good and the solid taco was overpowered by the beans, I could barely taste the chicken. 

My BF had the Carne asada and pork star tacos and the FTW. He really liked them all and said the pork star taco was the best of the three.

We will definitely be back to try more.",42,2,view review
20,,Jacob S.,27/03/19,1,1,2,4,"Judging by my last visit this past weekend this is a UVA sorority hang out spot, and those sororities have found a gem. The food is decent and not overly expensive. The beer selection is pretty good, and also reasonably priced. The happy hours specials seem great, although I haven't had the chance to utilize them. There is ample parking, oh and in good weather they encourage dogs to hang out on the picnic benches outside. 

Triple pickle and many of their breakfast tacos are yummy! Their salsa bar reminds me of the places I used to go while living in San Diego (and their salsas taste good too!).

The only complaints I have are:
1. Their margaritas are super sweet, too sweet for me which is a problem when I want to have more than one.
2. The meat in the tacos is usually a bit overcooked (fish especially).",37,21,view review
21,,Ariel B.,28/03/19,2,,2,4,"Came in with a friend last week and loved the tacos!

I won't lie and call myself a taco expert (or deep lover) but I will say I enjoyed Brazos a lot. Got in right before the Saturday dinner rush and ordered three tacos. I ended up getting one breakfast taco and two other tacos. I wish I could remember the names of what I got but unfortunately I can't :( Needless to say each taco was delicious! I ended up liking the flour taco more so than the corn , since I found it to be a bit dry. I will say that in general I thought the tacos were just a bit too dry for me, but I'm no expert. 

The atmosphere itself is excellent, and the outdoor seating is so cute! Service was great, and pretty quick for how packed it ended up getting. 

Hopefully will have a chance to come in again!",365,332,view review
22,,Sanket K.,04/04/19,2,,1,5,"After spending 6 years in California and moving to the East Coast I really miss a great taco place where I can sit outdoors on a sunny day (in March!) and have a few tacos and a couple of beers!

Brazos brought back some good memories.

They have a wide selection of tacos (the classic Carnitas was my favourite) and a wide selection of vegetarian tacos as well. Plenty of seating outside implies that even on a Sunday, we were able to find a spot at 1:30 PM.

Definitely hope to be back soon.",44,2,view review
23,,Ben S.,28/04/19,1,,1,4,"Brazos is great! It's a real slice of Austin in Charlottesville. They have a great space in Ix Art park with plenty of parking and seating. Brazos boasts a deep menu with lots of vegetarian options and very reasonable prices. We received friendly service and prompt delivery of our order. All the options are really good, authentic Tex Mex tacos. The breakfast and lunch/dinner offerings are equally good. Their complimentary sauces are great as well. I recommend three tacos per person. Atmosphere is lively and would be great for a group or family.",1128,110,view review
24,,Abhaya T.,30/04/19,,,,5,"A rare treat! This venue is beautiful; the people are friendly, and by gosh, the tacos are out of this world delicious!  Brassos offers a choice of soft-shelled tacos, including my own personal favorite: an organic corn one!!
.
May I please encourage everyone to try Brazzos, and soon.
You may just fall in love with it, too.
.
My own favorite taco is . . .
the ""I Willie Love You"" 
with an organic corn tortilla AND sautéed spinach AND these incredible, incredible sautéed mushrooms that have some kind of magic sauce on them (magic mushrooms!)
.
On top of all that, they offer outdoor seating with a very relaxing patio that is surrounded by a garden and which is near the fun artwork of IX Park.  
.
I consider Brazzos Tacos one of the very best parts of Charlottesville.
.
If you are in town, and haven't yet tried it, do it soon, 
you will be transported.",6,151,view review
25,,Eric N.,05/05/19,1,1,2,3,"We went to check out Brazos to see what all the hype was about. They were out of chicken which was kind of a letdown but I guess somewhat acceptable since they were getting ready to close on a Saturday. 

I ordered the suggested three tacos (if hungry). The carne asada tacos were delicious and fish taco was pretty tasty as well. My main problem was that I left hungry. I might have ordered another taco or two but they were already closed and that would have put my bill for food over 20 dollars. I had to go to Three Notch'd and get some sliders. 

Overall the food is good but a little pricey. I do not recommend this place if you are hungry unless you don't mind spending a lot on tacos.",161,8,view review
26,,Diana C.,09/05/19,1,,,5,"Love this place! Seriously one of my favorite casual restaurants in Charlottesville. This time, I got (from left) the morning austin, la Tia,and the pork star. While you might think 2-3 tacos might not be a lot, they are actually very filling. The menu is huge - There are so many tacos to choose from and none of them have been disappointing so far. The atmosphere is great with the art park nearby. Plenty of space to sit - there's an outside seating area. Very friendly service each time. Overall very solid place to get a quick bite to eat.",88,432,view review
27,,Robert K.,18/05/19,,,,4,"Not all tacos are created equal. Find a place that does a corn tortilla right and you are a lucky duck!

Clearly some solid Texas influence here and enjoyed the margaritas, even the watermelon version, especially at happy hour. Particularly enjoyed the use of pickled red onion and a whole variety of vegetarian options. Relaxed atmosphere and was plenty busy on a random Thursday in April, even with an impending storm. Flavor, color, and easy fast-casual setup. 

Glad to see that IX Park is really turning into something, with Brazos Tacos being a solid part!",360,207,view review
28,,Valerie Y.,20/05/19,1,2,1,4,"Came to Brazos at around 11am on a Sunday, and boy was it busy! We waited in line for about 7 minutes, and waited for our tacos for an additional 20 minutes (abnormally long compared to my other visits). I ordered two of my favorite breakfast tacos, the Austin Morning and the I Love You So Much with corn tortillas. The second taco was a bit more oily than usual, but I was still able to finish it. I love the tacos and their quality but I think the long wait was definitely a con this visit.",512,486,view review
29,,Zhana E.,24/05/19,,,1,5,"My favorite taco place in Cville! I've used them
For catering and eaten there in person. I love the way you can customize everything and the quirky names on the menu give me a chuckle! Since they are in IX Park they have a hipster feel to them, particularly when you sit outside! 

They have an excellent drink menu! I tried a virgin watermelon margarita (too hot outside for me to drink!) and it was so refreshing! We had the Shebang Trey to nibble on while we waited and the queso and salsa we perfect. My fave taco was the Afishinado (tilapia), but I feel like you just can't go wrong here!",114,186,view review
30,,Katie M.,10/06/19,1,,1,4,"I've been having a taco streak lately (3 times in 4 days), so now that I'm in Charlottesville for work this week I'm glad there's such a good option to keep the taco trend going.

I had one breakfast taco, one guisada taco, and one veggie taco. They were all substantial and tasty! I only regret I don't have a bigger stomach to try all of the varieties. The breakfast taco with mashed potatoes was a favorite.",187,46,view review
31,,K J.,22/06/19,,2,,2,"Tacos (2 stars 
Premium taco : carne Asada (meat was room temp. Menu even states ""these tacos require additional cooking time"" . It was obvious that the meat was not prepared fresh. The cheese wasn't even melted . Was just sprinkled on top cold. 
Very unimpressed. 
""The Solid"" chicken w black beans was the best I had.
I've had better soft shell tacos at Taco Bell.

Margarita (4 stars
$7 happy hour . Good deal. I wouldn't want to pay  $9 (menu price)for that though. Pretty strong and tasty , so I give 4 st",32,24,view review
32,,Adrienne S.,23/06/19,1,,1,4,"We stopped here while in town for vacation and had a great time.  The menu was large and varied with breakfast, veggie, and carnivore options galore. The drink options were delicious - I decided on the watermelon mimosa, which was tart and tasty.  
The outdoor seating was great and dog friendly.  There were shady and sunny parts and in the brunch time it was pretty peaceful and enjoyable out there.
Staff was friendly and the ordering process was efficient and casual.
We are glad we tried the assortment of delicious tacos here while in town and visiting the IX Park.",284,212,view review
33,,David T.,06/07/19,1,1,1,4,"Decided to check out Brazos Tacos and it def felt like a blast of home for us. My wife and I are both Texas natives and Brazos is (proudly) deliberately striving to emulate Texan taquerias such as Torchys, Fuzzys, etc. Like most Texas taco joints, you go in and order at the front and take a number to your table.  They offer three sauces (red, green, and avocado) to top your tacos. While ordering you have a huge menu above your head to help you decide which tacos to get. We ordered the chip salsa, queso, and guacamole sampler (the whole shebang). For tacos I got the Austin Morning egg taco and the black bean and egg El Guapo taco. Both tacos were excellent and definitely reminded me of home. The Austin morning was the better taco of the two. My wife also got the El guapo and the tres queso. 

Some additional thoughts, the food comes out super fast. Our tacos came out before our chips but the chips came out only a few minutes later. The chip app. The portion size of the chips is massive. Way bigger than needed for two people. Would easily feed three. The salsa, queso and guacamole are mostly fine but won't blow anyone away. The queso was a little plain. One other minor gripe (via my wife), is the soda machine was completely out of diet drinks and the guy at front didn't tell her that when she ordered it. 

They also offer alcoholic beverages which is nice if you are in the mood or want to chill on their nice covered patio. Ultimately, I would def recommend Brazos tacos for anyone with that itch for a solid, filling taco.",526,111,view review
34,,Krista V.,21/07/19,,,,5,"Literally ate here once a day while in town. Everything on the menu can be gluten free if you get it in a corn taco or in a cup. And you can make your own, picking a few options from a list. 

Really love this place and will be back. Definitely has an Austin feel (and one of the tacos is ""Austin morning"").",112,145,view review
35,,Tiffany L.,31/07/19,,,2,5,"I'm not the biggest fan of soft tacos but the tacos here are amazing. My favs are the pork star and the carne asado. Even if I want to try a new one, I still have to get the pork star. Two are enough if I get the whole shebang (add chorizo for free), but, if not, then get three. 

$2 tacos on Tuesdays (if you cash out 2 dolla bills)

They have a nice outdoor patio for those sunny days. I've been here with large 20 ppl groups and it's perfect the outside area is perf. My dog also likes this place because the large greenery.",229,158,view review
36,,Troy B.,08/08/19,1,,1,4,"My son lives in Cville, so we meet him for lunch here.  He works within walking distance so it was a good place for him
It is off the beaten path a little, but GPS takes you right there. 
It has plenty of parking and some very nice outdoor seating with umbrellas, along with interior seating.
They have a diverse menu which appears to include breakfast items.
We got Philly Steak tacos and Fish afficianado.  Both were very good, but the Philly steak was a consensus winner!  They also have a one of the drink machines where you can pick a variety of coke products and I love Fanta Orange Zero.. so any place that has that is a winner.
My only comment is I couldn't afford to eat here everyday.  It is about $4.25 per taco and based on the size- I got three..  LOL!
But they are good!",593,153,view review
37,,Becca M.,07/09/19,,,1,5,"Fantastic place to bring visitors and anyone who loves a great taco (aka everyone). It's a small restaurant with limited seating (some inside and some outdoors) but by far one of my favorite places to eat. It's a great spot for breakfast, lunch and dinner. Their outdoor seating shows a breastfeeding friendly sign.

The line can be long unless you time your meal during a UVA home game (because most people will be there instead of eating these delicious tacos). There are two registers and the employees go as fast as they can but when it's peak dinner or lunch time the lines can be long. But while you wait you can either look at their chalkboard menu on the wall or use a paper copy that they keep toward the front.

There are MANY options and during the week they do run specials like happy hour or half off during certain times of day. No matter what you choose you will enjoy. I know I always do. They recommend ordering an average of three tacos but you order individual tacos so you are free to mix and match and order a small snack or a full meal.",41,17,view review
38,,Jay T.,14/09/19,,,,4,"Excellent food at excellent prices! We blew into town to visit my cousin who happened to be here for work, and we needed a place to eat. Found Brazos on Yelp, and decided to try.
Parking is plentiful and free, and it's not any harder to get to than anyplace else in Charlottesville, where I think Thomas Jefferson laid out the streets by following a one-eyed cow as it wandered up and down the hills.
I got the coffee, which was quite good. Despite the fact that the menu lists both hot and iced teas, when my Darling Bride ordered hot tea, she was informed that they never have that, they never HAVE had that, and the cashier has no idea why it's even on the sign. So she had water.
I got three tacos- the Shady Grady, which has brisket and sweet potato inside, the pork carnitas, and the Tres Quesos, which is a vegetarian taco. Don't judge. All were excellent, but the best part was the pickled watermelon in the Tres Quesos.
Darling Bride got the Shady Grady, too, as well as The Solid (brisket and mashed potatoes), and a third one which I forgot to ask about because we were all so busy talking and eating. Cousin got a couple of tacos for herself and also an order of chips, salsa, and guacamole for the table. The salsa was a little thin but quite tasty, and these people really know their way around an avocado!
It was way too noisy to sit inside and actually converse, so we sat outside, where my Darling Bride nearly froze to death; a tragedy that might have been prevented if only she'd had a cup of hot tea to warm her...
For the pair of us, supper came to $33.48, including the tax and tip; not expensive, and well worth it! Definitely recommend this restaurant, unless you want hot tea.",170,125,view review
39,,William L.,01/10/19,,,1,4,"Food: We ordered the I Willie Love You, Austin Morning, Guisada, Shady Grady, Fish Aficionado, and Carne Asada Tacos all on corn tortillas. Long story short, all the tacos were delicious and the proteins were well seasoned. I loved the sprinkles of queso fresco on top and the corn tortillas were grilled on point. 

Experience: We went on a Monday around 11:45 am and it was fairly busy. Just a short wait to order and then the food came out about 10 minutes after. The place is self-service so remember to clean up after yourself! 

Value: The tacos varied in price from $3.35 to $4.25 per so I would say they were on the higher side. I'm used to street tacos for $1.75 on the West Coast, however, those were more no-frills type of tacos while Brazos Tacos are fancier so the higher price is expected.",70,29,view review
40,,Sepideh K.,04/10/19,,,1,4,"The food was delicious but so very small portion that I wasn't feel quite full after having my meal! 
They even didn't put some chips besides their taco plate!! A recommendation for the management! 
Also their beers were in cans which I didn't expect. 
Overall, good quality but less quantity, and price-wise doesn't actually worth.",21,1,view review
41,,Brian S.,11/10/19,2,1,1,5,"Great tacos. 

Stopped in here with a rather large group on a holiday, and they were absolutely packed. 

We got up to the register and started to order. They have a secret menu, but there's no explanation on what the tacos actually are. So, I asked. 

The girl looked at me like I spoke in a foreign language, and then gave me a snoody 'I don't know, I'm new here'. I was taken aback and didn't know what to say. After a pause of silence, she said, ""what, do you want me to go like ask someone""? I replied no, and just ordered something else. 

We sat down and waited about 45 minutes (again, they were absolutely packed. I believe it was memorial day maybe?). 

We got a variety if tacos and all were delicious. The chips and quso/guac/salsa were also great. 


Despite some hiccups,  the food was absolutely phenomenal and worth trying.",478,280,view review
42,,Diane H.,26/10/19,1,,2,5,This place was so fun! It is fast pace. So just stand a side and look at the menu. Because it's big!  The menu had tons of options.  The staff was super friendly and very helpful. They have Vegitarian and non vegitarian options. They even have breakfast tacos too! So we tried a huge variety and we were not disappointed. I was so in love with the breakfast brisket taco! So so yummy. Everything was fresh and inventive. It's great for groups too. Lots of seating. They also have local beers. We will definitely be back to try more of their delicious menu!,72,29,view review
43,,Maria N.,04/11/19,,,,2,Around $4 for each mini taco is a bit much imo for what you get. The tacos are tiny. The good - tons of taco options. The place has outdoor seating. And it's a nice place to meet up and have lunch with friends. The bad - this place is very overpriced. The portions are very small and it's not worth the price. The tables weren't cleaned off and the service is inattentive and pretty slow since they wait to hand out multiple orders at once.,286,110,view review
44,,Annalisa M.,16/11/19,,,,4,"This place is really cute and hip. I ordered three tacos: this is my Yam, potato, egg, and cheese, and the fish aficionado. All of them were pretty good (not great) since they were, unfortunately, missing flavor. I ordered a mexican Coke (made with pure cane sugar). Really yummy! I also ordered chips and queso. The queso tastes like melted American cheese rather than queso. The salsa is fine. I was still hungry after eating, so I ordered three more tacos: the woody (mushrooms), tres quesos, and I willie love you. They were all pretty terrible... I ended up throwing them out. There's so much to order but some flavors are really hit or miss. Happy to see a vegetarian menu, however. This place is also located right in the heart of Art Park, so there's a cute ice cream truck nearby and the is quick access to breweries. Not a bad deal.",192,415,view review
45,,Alison W.,05/03/20,1,1,1,4,"A great location with a nice outdoor space that's family and dog friendly! Came here on a Wednesday after work for food/drinks and it was fairly packed. I'd say it takes 3-4 tacos (each $3-$4) to keep you full, so overall can be a little expensive for tacos. I tried the carnitas and tres quesos tacos. The carnitas was good but a little dry for my liking, and the tres quesos was super delicious. I also like how you can choose if you want flour or corn tortillas (I got one of each). The house margarita is yummy as well. Would come again and try different tacos because they have lots of options!",174,251,view review
46,,Debra M.,05/07/20,,,2,4,"Update - July 5 2020 - No Service - TAKE OUT ONLY

Every restaurant handles Covid differently.

This restaurant has moved to a take out only model. 

Zero service. Take out only. Clean your own table outside. No bathroom use.  You get the idea.   The only problem is that the Yelp reviews didn't reflect that so I need to leave this one because we chose Brazos based on Yelp. 

My husband and I stopped here on a road trip with our dogs.  We were looking forward to a nice lunch outside with table service and a bathroom.  

What we found was 
  1.  Dirty tables that we had to clean ourselves
  2.  An ordering website that weighs 300 lbs - they need an ap.  They don't offer another way to order.  
  3.  No bathroom use 
  4.  No plasticware offered or included with our order  ... my husband did go back to the window and asked for a fork and they gave us one. 

If you live around the corner and eat here all the time you know what to expect.  

This review is for those that are thinking of it for the first time. 

The tacos were very good ... the service I would expect from a food truck.  We would not have chosen this venue if we knew in advance there was no service or bathroom use.",4,,view review
47,,Kirsten A.,06/08/20,2,,2,5,"Loved these tacos! Since moving from Texas, I've constantly been trying to find my breakfast taco fix. This place definitely hit the spot! I got the I Love You So Much, Carne Asada, and Solid. All the tacos were great and I loved the sauces - especially the spicy one!

In terms of COVID concerns, I did the curbside pickup and it was super easy! There's also plenty of outdoor seating. Will definitely be back!",179,535,view review
48,,Caitlin C.,11/08/20,,,1,5,"My favorite taco place in Charlottesville. Tacos are priced very fairly and they are INCREDIBLE. 

I love how the black beans in the tacos are almost a purée so it stays in the taco well and you don't have black beans constantly falling out. I try and get different tacos each time I go because they're all so delicious. The breakfast ones are fun too because the potatoes are like smooth mashed potatoes. 

Their outdoor seating is great, with plenty of picnic tables and there is also a good amount of indoor seating. I like their number system (order inside at the counter, get a number, someone will bring your food to you) and they have good deals each day of the week!",157,26,view review
49,,Emily G.,09/09/20,,,,5,"I want to say these were the best tacos I've ever tasted UGH. 
Currently they do online ordering. We arrived a little after midday on Saturday and there was about a 40 minute wait for the tacos to be ready. There's a good amount of outdoor seating, picnic table style, outside the tacos place or around the park (no indoor seating or interaction inside Brazos). And if there is a bit of a wait you have all of Art Park to explore which is a cute yard of interesting abstract art pieces! But this wait is so worth it, even without the things to do there. 
I ordered the Philly-style taco and the Pork Star taco. both AMAZING. Mouth watering thinking about them (and I'm not usually a taco fanatic). The Philly-style taco had amazing flavor, inspired by ""philly cheesesteak"". The pork star was delicious, featuring amazing pork belly meat with a little bit of a spicy kick. 
Highly recommend this as a Charlottesville must-visit!!!",1201,293,view review
50,,Gina G.,02/10/20,,1,2,3,"Tried 6 different taco flavors and there was a clear split between 3 pretty decent (not great) tacos and 3 really disappointing ones. Overall, these were far from the best tacos we've tasted. Also, the margarita sucked! I'm a huge margarita fan and I could barely down this one.

Pretty decent tacos: Philly-Style, Triple Pickle, Chimichurri Steak and Potatoes.

Disappointing tacos: Pollo Rostizado (chicken was boiled like it belonged in a grocery store chicken soup), The Bill (overly sweet), Picadillo (meat tasted cheap).",109,153,view review
51,,John B.,05/04/21,1,,3,4,"I rushed in before I was hungry because this place was closing early, but it was a holiday where many other restaurants were closed, so I can't really hold it against them. My online order was ready quickly and was brought to me curbside; they had designated parking spaces for this adjacent to a brewery with a lot of outdoor seating, but I drove elsewhere.

I came because of the large vegetarian variety in their tacos, and got three different ones. Some interesting ingredients emerged, including toasted sunflower seeds. The tortillas and beans and cheese were pretty standard, and this wasn't the height of taco artistry that I've ever seen, but I was certainly satisfied. And for being convenient and open, I was happy with them, and could still have tried more items.",4152,519,view review
52,,Katie J.,10/04/21,,,,5,"The tacos were great, the food was ready quickly even though they were busy. My favorite the guisana (sp?). We also got carne asada, pollo, and a pork one. My friend had the breakfast ones and loved them. We went Saturday for lunch and saw the farmers market, which was awesome. Even though there were a lot of people, there is a good amount of outdoor seating or you can bring chairs or a blanket and sit in the grassy area around. We also had Mexican coke. My only complaint is the website you have to order through is somewhat slow.",38,,view review
