,,Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends,(view source)
11,,Amanda B.,27/06/11,,,1,4,"This isn't the closest to authentic Mexican food, but then again Charlottesville only has about a 5% Hispanic and Latino population. That being said, Guad is much better than a place like Azteca.

Our waitstaff was friendly in handling a large group, keeping chip baskets and drinks refilled. The food was pretty good. I ordered fish tacos and felt they were pretty good- not amazing mind you, but I was more than satiated. The salsa here also wasn't disappointing, which can make or break a Mexican restaurant.",24,1,view review
12,,Nick M.,10/03/12,,1,1,2,"OVERALL 2/5 This place is a bottom basement Mexican place which provides cheap, but relatively tasteless food and plenty of alcohol. Come here if you are looking for plenty of margaritas and something to shovel into your mouth along with them, otherwise look elsewhere.

FOOD 2/5
Not really even average, the food here tastes as cheap and quick as it is made. The low quality ingredients and mish-mash of premade items reminds me of a grade school cafeteria. Don't get me wrong, it's not terrible, it just doesn't really taste good. About one step up from a frozen Mexican TV dinner. 

DRINK 3/5
The restaurant shines in its ability to provide cheap alcohol. Not the greatest margaritas in the world by a long shot, but you can get a lot of them and have a good time.

AMBIENCE 3/5
There are a couple locations in Charlottesville, this one isn't the greatest but it isn't bad. About a dozen tables with nice warm colored walls. The big sell here is the limited amount of outdoor seating which makes this a very nice place in warmer weather.

SERVICE 3/5
No complaints, it is quick and I've never had a problem splitting a check. About what you would expect at a cheap restaurant.",22,,view review
13,,Susan J.,22/01/14,,,,3,carnitas are so amazingly delicious.  haven't had anything as good as theirs anywhere else.  but bathroom is gross.  guacomole seems to be spicy some days and not the other.  service is pretty bad.  but i come back for the carnitas and carnitas only...,432,11,view review
14,,Elle P.,02/06/14,,,1,5,"Yea yea-it's americanized mexican food but the waiters are the nicest in Charlottesville-hands down and the service is fast! If you want to stink to the more fresh, higher quality authentic items on the menu, I would recommend the black bean soup which is DEEE-lish. Fresh made every day. Ask for extra cheese & pico de gallo. Also, try the tacos de carnitas-out of this world!",9,,view review
15,,Sarah H.,21/06/14,,,,4,"The salsa and chips here are delicious. Let's be real, we love the free stuff. The salsa is spicy and chips crispy.

The service here is amazing. It might be because they're never really that busy but the refills and food come out quickly. 

I love the fajitas. The portions are so big that you have at least one meal left over. Skip the sangria. The margaritas are strong and delicious.",42,4,view review
16,,Leah B.,18/07/14,,,,5,"Guadalajara has treated my husband and I well since we were dating in high school. This is, and will always be a favorite location for us--and we will visit all of the Guaralajara's as often as we can. Great food, great service, friendly environment--a wonderful place to visit. Try the Carnitas next time you're there, and you won't be disappointed!",9,2,view review
17,,David D.,18/12/14,,,,4,"We were an hour from Richmond in Charlottesville,Va  looking for a place to eat. Found this place on Yelp and ate. Service was great and waitress very pleasant and helpful. The food was also wonderful and full of flavor.",55,2,view review
18,,Victoria N.,21/02/15,,,,5,"This place is awesome. Service is EXCELLENT. Place is clean and cozy. And the fooood yum. Free chips amd spicy salsa upon sitting down. The food came out fast and delicious. The rice, beans, and guac sides are fresh and tasty. There are many delicious options, the lunch specials are very cheap, and everyday they have some sort of deal or special. Drink prices are very very reasonable. This place is also a great location for students living on JPA. Definitely a must-try.",397,463,view review
19,,Stephanie B.,27/04/15,,,,3,"This would probably be a 3.5 if I had the option. It's a good standard neighborhood Mexican place, but don't expect the best meal of your life. My meals have been hit or miss - I enjoyed the Burrito California, not so much the #F. My husband really likes the chimichangas. Service is hit or miss too. You can tell management cares about customer service, but there seem to be a number of really inexperienced, untrained servers. Twice I've asked for queso and been asked if I mean ""the sauce or the shredded kind."" It's got a nice ambiance and has some good daily specials.",39,6,view review
20,,Thuan T.,27/05/15,,,,4,"Guad is a solid place to go for cheap Mexican food. Has a pretty plentiful menu with a section that is specifically different combos you can get at a really good price. 

The portions are deceptively large and you wouldn't expect it at first because it's so cheap, but don't overestimate yourself when you're ordering food because you might overwhelm yourself like I did. Free bowl of chips and salsa when you first sit down, which holds you over nicely until the food comes.

The food came very quickly and service was fairly good. I got the Burrito California which was absolutely massive and quite tasty. Sundays and Tuesdays are also margarita special days where you can get cheap jumbo margaritas. I am partial to sangria so I ordered one during a special and got a $4 sangria which tasted great.

I also participated in an Orderup taco eating contest where I got to eat a buttload of Guad tacos, which was pretty awesome. Their tacos are nothing extraordinary, but they are certainly better than what you would find at Taco Bell or whatever.",137,469,view review
21,,Shannon H.,28/07/15,,,,4,"A lot of food at a great price. Friendly staff and the food comes out quickly. Definitely a good, cheap option for Mexican food",10,,view review
22,,J B.,04/08/15,,,,3,Long wait time for food.  Waiter forgot to ask what drinks we wanted initially.  Tacos are good.  Enchiladas ok.  The slow speed service and food quality hurt the business.  Portion sizes are good.  I gave 3 star rating and may not choose this place again.,1,,view review
23,,Glenn H.,05/09/15,,,,2,"My enchiladas were dry and bland. I'm willing to bet they pre-make a lot of the menu items, and then zap them in a microwave. Our server didn't check up on us to see if we needed drink refills or anything else. He seemed to be in waaaay over his head, and the restaurant was only 1/4 full. I'll pass.",105,,view review
24,,Sage P.,06/09/15,,,2,2,"I like this restaurant but of all of them in Charlottesville this is the one that I've gotten the worst service. We spilled a water and our waitress told us that she ""didn't have time"" to help us clean it up. There were only 4 other tables in the restaurant and there was another server. She was continuously rude and I will be going to the other guadalajaras from now on.",14,671,view review
25,,Janice P.,20/10/15,,,,3,"Guadalajara does the job if you're looking for good, cheap Mexican food. The location is so convenient for anyone living on JPA, first basket of chips and salsa is free (though you can get more for free if you order an app), and combos are very, very reasonably priced. Service is nice and the place is small but has a fun ambiance. 

I'm a huge fan of guacamole and queso, so we got the choriqueso (queso + spicy chorizo yummm) and guac for the table. So worth every penny, particularly the choriqueso omg. I could eat that as an entree just with chips. Great kick, warm and melty, crispy tortilla chips...so great. 

The chicken quesadilla I got was a little disappointing, more like a taco than a quesadilla in my opinion. But sharing a yummy jumbo margarita with my friend of course made everything better. And choriqueso! ¡Sí, a mi me gusta!",103,248,view review
26,,Mrs. B.,02/12/15,,,,3,"Mediocre experience. This is the only Mexican restaurant I have been to with a limit on chips, and it's not like they are that amazing. Our server created for a very tense and awkward vibe. She was very serious, never smiled, and seemed bothered by our requests. I ordered the shrimp quesadilla; it was ok, I have definitely had better elsewhere.",5,,view review
27,,Asha N.,10/12/15,,,,5,I love this place! Walking distance for UVA campus students and from JPA residents. The prices for the food is inexpensive and tastes very authentic to me! I love spicy food so ask for their homemade hot sauce! I come here almost every week and rheir lunch and combo deals are amazing! I sometimes even have left overs so the portion sizes are acceptable for the price :),13,79,view review
28,,Caroline F.,18/12/15,,,,3,"Decent. I ordered the chicken fajitas and it came out looking like a stir fry. It wasn't all that flavorful, and didn't come with any toppings. The one thing they have is decent prices- their lunch specials are small in size but you can get a meal for $5. I also enjoyed the chips and salsa.",326,330,view review
29,,Darth V.,28/02/16,,,,2,"Salsa out of a jar, uninspiring tacos. Took forever to take order and ages to get food.",21,,view review
30,,Marie M.,01/05/16,,,,2,"What happened Guad? We been going to all the wonderful Guadalajara restaurants in town forever and this service was here was slow. Not sure if there is new management or if they were short staffed but every empty table here has dirty food dishes on it, and we JUST got our waters to drink after 25 minutes of being of here. We sat ourselves as no one was here to help us and we had no one even come to our table for over 15 minutes (till I went to back to ask someone to come see us).  We aren't hard to please people, but with if you've been a long time local you've come to know Guad as a place for great QUICK and CHEAP food. They also did away with Sunday kids eat free, which they've had forever. 
Lastly, there are o my two other small tables of people here, yet EVERY other table in the whole restaurant minus one is full of dirty dishes from the last customer.  Will now take pics which are from being here for 45 minutes and all these tables were vacant when got here with those same dishes.",3,,view review
31,,Victoria F.,04/06/16,,,,4,"My husband and I recently went to Guadalajara's in a different location and had agreed that we would not ever go again due to the food being terribly bland.  We had friends talk us into trying it again, though at a different location and WHAT a difference!  The salsa had a nice kick to it and the food was incredibly delicious.  I had the Chicken enchiladas and asked for hot sauce on the side.  The waiter brought out some that they make there at the restaurant.  This hot sauce was amazing.  It put the meal on the next level!  I will absolutely go back now, plus they have good margaritas!",136,106,view review
32,,James D.,20/06/16,,,,1,If time is not important to you then this might be your place.  After waiting 25 minutes just for the drink order we knew it was time to exit.  This is the second time of long waiting for service and the last time.  The place was empty so there was no excuse.,5,,view review
33,,Alexandria T.,19/07/16,,1,,4,"I have dined in and gotten takeout from Guadalajara several times over the past couple of years. It's super close to my apartment, and they always have coupons to make the already affordable food even more so. There usually is no wait and the service is speedy. The food itself isn't anything special, but it does satisfy cravings for Mexican. My go to order is either a chicken fiesta taco salad or a shrimp quesadilla.They both are super filling and tasty.  I have also ordered the combination platters, which are a ton of food. Another thing they offer is drink specials during the week. If you're in the mood for quick, affordable Mexican, Guadalajara is the place to go!",755,577,view review
34,,Taylor C.,15/08/16,,,1,3,This place is ideal for a quick cheap meal and a jumbo margarita. If you're expecting more...don't. It's in walking distance for me so a great spot to hit up for happy hour (expect a strong drink).  I love their tacos al pastor but wish they had fresher chips and salsa. Some poor service but others days great service so it's kind of hit or miss. They have some great quesadillas and you are served large portions but overall it's pretty average hot plate Mexican food.,3,,view review
35,,Nichole M.,21/08/16,,,,4,This place usually has pretty slow service but the food is absolutely amazing. Favorite Mexican restaurant in town and I always bring friends here when they come to visit. Worth the wait for the food. Just be prepared to pay extra for chip refills !,34,,view review
36,,Laura H.,12/10/16,,,,3,"I have dined there and the service and the food were great. However, I've gotten takeout twice and they have gotten my order wrong both times. Each time, the staff was friendly about changing it.",7,45,view review
37,,Clarissa B.,22/01/17,,,,4,"I really like the environment, the waiters, and how fast the food arrives. It's fair priced, but as far as vegan options go, it lacks quite a bit. The only dish I eat from there is their vegetarian fajitas, with a great seasoned mushroom. Ask the beans with no queso, and you'll be fine! It's really one of my favorite mexican restaurants in town.",20,64,view review
38,,Sebastian L.,20/04/17,,,1,2,"Ordered delivery Sunday afternoon, was very disappointed.  Tried the fajita quesadilla and it was abysmal.  Lacked flavor, peppers and onions were still fairly raw, and the cheese was barely melted.  I also tried a beef taco and it was very disappointing.  Every topping costs extra so I just got it plain and the beef was very bland.  Needless to say, this was my last time at Guadalajara.  

One small silver lining were the rice and beans.  The combination really packed a punch.  Overall, skip this Charlottesville ""staple"".",14,20,view review
39,,Jay E.,20/04/17,,,,4,"Pretty solid food and cheap for lunch.

I got the carnitas fajitas (don't think I've ever seen that before, at least at a place like this) lunch special for $7.50 (plus tax and tip). Came with the pork and veggies (both good!), as well as rice and beans and 4 tortillas (I got corn). Plus chips and salsa included. A lot of food for the price, and it was quite good. The pork was seasoned well and tender. Chips, salsa, rice and beans all about average for a place like this. Service was fine, food came out quickly. They have daily drink specials too; today (Thursday) was beer.

Definitely recommend for lunch; next time I'll probably try the more breakfast-y items (huevos!) on the lunch special menu.",10,,view review
40,,Joe P.,17/05/17,,,,1,"The new winner of the worst Mexican restaurant I have ever eaten in, and I travel all over the country.  Horrible doughy enchiladas and some horrible dough like thing covering the chile Relleno.  One tablespoon of beans and two tablespoons of rice.  Just horrible.",3,,view review
41,,Brian S.,31/05/17,,,,5,"Yo, this Guad is hands down the best in cville. Now, granted you have to like spicy- their meals are ten times hotter than all the other Guadalajaras. The Chicken Quesadilla Michoacána is legit, the best. 
Also jumbo margaritas aren't bad (even though they taste like Mountain Dew?)",23,100,view review
42,,Jeff W.,13/06/17,,,,3,"Carne Asada Tacos come with 3 pieces of limp, tough, flavorless beef.  The jalapeño is grilled whole and not really suited for dividing between tacos. Chips and salsa apparently need to be paid for separately and don't come with the order, and there is barely any salsa with the chips.  3rd time ordering with them, and still unimpressed.",1,,view review
43,,Wei L.,04/07/17,1,,,4,"I came here on the last day of exams with a few of my remaining surviving classmates hoping for a good meal, good drinks, and a laid back time. And that's exactly what we got. I've always heard Guadalajara has been a cornerstone of JPA dining and I'm glad to know it lives up to the name. The place was surprisingly packed on a weekday night, but my friends and I were still able to be seated relatively quickly. The selection on the menu is pretty expansive and fairly authentic, but the best part of the menu has to be the drinks. This place has so many great drink deals, with deals for specific nights, and fairly cheap margaritas year-round. I ordered what can only be described as a 32 oz. goblet of margarita and it was the perfect consistency and sweetness. For dishes, we ordered combination dinner plates (chalupas), fried mozzarella sticks, and quesadillas. The food came out piping hot (and in huge portions), good to the last bite. The only con about this place is that during busy times, there is a slight pressure to move people along throughout the meal in order to get more tables turned. Overall, great dining experience with a very live atmosphere and great drinks to unwind after a long day. Will be back soon and often!",94,213,view review
44,,Scott G.,29/07/17,,,,3,"The food was pretty good and service was fast. The root beer was by the bottle without warning, and we were not offered any refill on the chips.",478,15,view review
45,,Janet Z.,11/08/17,1,1,2,5,"I had the supreme enchiladas and they were great! Our waiter was super nice too. This place is great for groups! Be sure to get a Jarrito with your meal! Also, the chip and chip refills are free.",5,89,view review
46,,April H.,22/08/17,,,1,4,"I've been meaning to try Guadalajara for years...it was satisfying and I want to come back again to try more things on the menu. The menu is so extensive! We had a group of 8 people and were seated in a nice kinda private room. (Also, note that this location has a parking lot behind it! You can't really see it from the street.) Our server was very nice - he did forget to bring us water once and we had to remind him, but it wasn't a big deal and he did everything else well. 

First of all, the chips and salsa are great and we got free refills! I got the Tacos de Carne Asada and the mandarin Jarritos for my drink (a Mexican soda that comes in various flavors and that I recommend trying). The carne asada wasn't the best I've ever had, but as a whole I really enjoyed the tacos. You get your own personal salsa, cilantro, tomatoes, and onions so you can put whatever you want in your taco. The portion was pretty big - I was the only one out of three girls who got the same dish to finish all three of my tacos, and I was stuffed at the end. 

It was a great place to end the week with friends and eat some good Mexican food. I'd like to come back!",190,61,view review
47,,Desirae E.,30/08/17,,,,4,"I love coming to this Guadalajara location. The service is fantastic, and we always seem to come with large parties at late dinnertime. They are always accommodating and kind to us. 

The food is always delicious. Often my husband and I can share something plus maybe a side each and be nice and full, so it is quite an affordable option. I love getting something off of their specialties part of the menu, but I have to admit it takes me forever to look through the super long menu options.

One thing I don't love is that it feels cramped in this location. The other Guad locations have a lot more room, but this one is conveniently close to downtown which may be why there is less space. The bathrooms are super small and cramped as well. However, that doesn't take away from the good food and great service! It just means you may have a wait or just a cramped space to sit and move around.

Overall this is a great spot downtown!",200,371,view review
48,,Philip D.,16/10/17,,,1,5,"One of the best Mexican restaurants in town. Their Burrito Loco is the absolute best burrito in the history of mankind. It is huge and stuffed with the best chicken, steak, chorizo, rice, beans you could possibly eat. Easily my favorite dish. They always fix a great house hot sauce to dip it in too. Wife enjoys the vegan black beans, rice and guacamole dish, too. All the wait staff is friendly and the order is never a long wait. Inexpensive and Val Pak coupons cut the price somewhat, too. Recommend to anyone for the quality food and service.",11,21,view review
49,,Morgan H.,29/10/17,,,,4,"I tried this place while visiting Charlottesville and was pleasantly surprised by the quality, selection and prices. The free yellow corn chips, served at the beginning, were perfectly salted, crisp and not too dry. I enjoyed the salsa which was spicy with lots of cilantro...my favorite! The Shrimp Cocktail served in a large margarita glass was loaded with shrimp, avocado, cilantro and jalapenos in a light tomato based sauce... so good! They also had reasonably priced margaritas that were good but a bit sweet. These were large portions so expect to have  leftovers or share.

You pay at the counter so don't wait for the check! Would like to return and sit outside.",354,82,view review
50,,Kimberly M.,12/02/18,,,,5,One word...phenomenal. My husband and I had been heading about this restaurant for the last few months from coworkers since we moved here and decided to finally try it last Friday. GREAT food. Amazingly good Coronita-margheritas. The service was awesome and the food came out extremely quickly. We loved Guadalajara and will absolutely be back.,68,524,view review
51,,Jessica M.,15/03/18,,,,4,"Best Mexican restaurant in Charlottesville! I just wish the staff was more attentive. Almost every time we go, it's nearly impossible to get refills or a servers attention. Even when they are very slow.",62,9,view review
52,,Caitlyn Maree H.,28/03/18,,,,1,"I ordered this by delivery. Instead of a burrito they gave my lactose intolerant fiancé enchiladas and my ""shrimp tacos"" were literally cut up frozen shrimp mixed with only lettuce in a shell. Plain, wrong order, and not edible.",19,121,view review
53,,Ruth H.,09/06/18,,,,5,Great tasting food the chips and salsa we're even very good fun little spot very clean I like the atmosphere close to the downtown mall perfect location I will return here,19,57,view review
54,,Whitney T.,28/07/18,,,,5,"The Chile Verdi was awesome!!!! The pork was tender and I really enjoyed it.  My kids shared the carnitas and it was a great portion and also very well prepared.   Nice atmosphere excellent service, very happily surprised by how good the food was!",11,20,view review
55,,Jaume P.,29/08/18,,,,5,"I've been going to Guadalajara since I was 5, and I absolutely love the experience. The waiters and cook staff are very accommodating of my Celiacs, and allergies, and to date, I have not received any cross-contamination on my plates.",3,,view review
56,,Dusk C.,25/09/18,,,1,1,"I called this restaurant tonight and politely inquired if a to-go order I was picking up was ready for pick up. The person who answered the phone said, ""I don't know"" and abruptly hung up on me. When I went inside to pick it up, I asked for the manager. The gentleman who handed me the order said he was the manager. I explained to him what happened and was taken aback when he replied that it was he who had answered the phone. He smiled insincerely and said, ""Sorry, I was busy"", then he turned and walked away towards the kitchen. I looked around and there was only one table of customers in the whole place, not that it would have excused his behavior even if they were busy. I can't even comment on the food because I was picking it up for someone else but this experience definitely takes away any desire for me to want to go here ever or recommend this place to anyone.",38,48,view review
57,,Oak Z.,31/01/19,,,2,5,"There is simply no reason this place should be getting anything below 5 stars.  Having been here more than a dozen times, I can confirm that Guadalajara has the best Mexican food in Charlottesville hands down.  Oh, did I mention the frozen Matador Margarita is also probably the biggest and best margarita you can get on this side of the border?  If I had pockets deep enough I would be here for lunch and dinner every single day.  The food is always fresh and is served quickly, wait staff are exceptional and I have never had to ask for more water.  Side note: the menu says extra chips are $1 after the first basket but they usually do not charge for more baskets of their homemade tortilla chips.  Everyone I have taken to lunch or dinner at this fine Mexican restaurant has had nothing but positive things to say about it.  Make it a priority to try Guadalajara for your next dining out and you will not regret it.  11/10 would recommend.",130,486,view review
58,,Amanda B.,24/02/19,,,,1,"So I went here with a group of people on Saturday night (2/23/2019), and while the food itself was pretty good, I dont think i've ever received such awful service?

We ordered our drinks soon after sitting, but we didnt get them until 10 minutes later, and with that, two of the party members did not receive their orders. He brought them their margarita/mojito another 5 minutes later. We had to wait ANOTHER 20 minutes before we were even asked what food we wanted to order.

During this time, another table had been sat down ( about 10 minutes after us) , they had received their drinks, AND ordered their food, AND then they RECEIVED their food soon after we had just ORDERED ours. 

By the time we actually got our food, the other table was long gone. Unfortunately, we had to wait another 20 minutes before we actually got our checks after our food had been cleared.  Frankly I was disappointed with the service because my roommate had experienced something similar but I had hoped it was just a fluke in service that day. 

The worst part was, when I had asked the waiter why our service had been so spotty, he just laughed and nodded at me, like I was joking?  I will not  be returning in the future.",2,234,view review
59,,Kimberly T.,13/03/19,1,,,4,"When I'm in cville and want Mexican food this is where I go. 7 out of 10 dinners when I'm in town past 3pm are here. The people are always great, the food hasn't always been consistent and that's why not 5 stars, but that's the only complaint I can say. I can't say I have a favorite food Iv tried so many different dishes and enjoyed them all, favorite drink I can say is the margaritas!",168,,view review
60,,Hoj I.,24/03/19,,,,4,"Came for lunch and will definitely be back! We got the special jalapeño popper appetizer, the choriqueso and two entrees, good quality food at a good price. The chips were also warm and super crispy and the salsa was amazing!",19,1,view review
61,,Irvin L.,19/05/19,,,,2,"It was ok.  Food was not great but fine and service was slow.  We went to eat at the restaurant for lunch so perhaps that was the issue.  But, I guess, you don't go this restaurant for great food.  I was visiting the area, but there is a similar Mexican restaurant that has much better food, is authentic Mexican, and relatively cheap.",11,16,view review
62,,Robert G.,10/06/19,,,,2,"Usually have a good experience at this restaurant. Sunday, June 09 was an exception. Service was very slow and untrained. Shell on fried ice cream was stale. Had to fetch ketchup from another table ourselves. Would not bring extra napkin requested and did not check back to refill drinks. Business was a bit slow. Will give them one more try. But hope they don't let the quality of food and service 
slip and that this was just an off day.",8,,view review
63,,Terry O.,19/06/19,,,,4,"Great Mexican food and beers. I had the vegetarian quesadilla and a side of rice and beans. All were great. Chips and salsa were also good. A Dos Equis draft finished it off nicely,",13,,view review
64,,Jill B.,29/08/19,,,,1,"Order for several people, cashed out incorrectly, had to wait 30 min for a manager to be available to correct it, food packaged badly so it spilled everywhere and made a huge mess, not enough chips and salsa for each order, food was cold by the time we got it, lots of chaos, food was only ok.  Will not bother again.",5,1,view review
65,,Kristine B.,19/09/19,,,,5,Delicious and super friendly service! It's cheap and convenient Mexican food that does the trick in a lunch. I ordered mole sauce by accident and the waiters were so kind in letting me order something else without making me feel like I was making a hassle. Love this place and will be back for that Mexican food hankering we all have,39,304,view review
66,,Brian S.,29/09/19,,,,4,"We were in Charlottesville for the weekend and wanted Mexican cuisine. The hotel clerk recommended Guadalajara to us.

The atmosphere was cozy.  We found the food was good and service was as well. Just beware of the salsa that comes with the chips. It was super hot.

We were satisfied with our experience.",35,47,view review
67,,John C. P.,16/12/19,,,,4,Nice little spot for a quick bite. Service is usually very fast. Good specials and prices. My wife and I are regulars.,3,,view review
68,,Christina Z.,05/05/20,1,1,,4,"As a self-proclaimed picky Mexican food person (lived in Texas and the Southwest), I was very pleasantly surprised by this Guadalajara location! I've been here in pre-COVID times for food and margaritas before going to a UVA football game with a group of friends (recommend for a fun activity once we return to a sense of normalcy), but found the food very average at the time. After ordering delivery recently, however, I was much happier with the food we got and want to give them a shout out during these hard times of food delivery!

We got the nachos texanos which was reminiscent of Tex-Mex vibes with its grilled fajita style chicken, steak, and shrimp topped with onions and bell pepper. The shrimp and steak were super tasty, but was a little masked by the liquid cheese sauce (bias note: I prefer melted shredded cheese on nachos). It felt pricey at $18, but the portion was huge!! Enough to share between 2 people and have some leftovers. I also appreciated that they gave us extra chips on the side so it wouldn't get too soggy! Overall, I think worth it for the price/portion/taste!",360,52,view review
69,,Betsy T.,12/05/20,,,,1,"The scene on Cinco de Mayo was NOT good with people picking up orders.  Very few masks, no social distancing. Disappointing to see Charlottesville public, clearly anxious for food from an overworked restaurant on this holiday, behaving so badly.  We should have walked away.  Not the restaurant's fault, they didn't have the staff to control or perhaps anticipate this.  But NOT a good scene.",1,70,view review
70,,Allison B.,14/05/20,,,,1,"Taco salad = so gross and not a ""salad"". Tortilla bowl very burned. Not full. Very little lettuce. Couldn't stomach this.",12,1,view review
71,,Shannon E.,10/06/20,,,,5,"It's official. Last weekend, I dined in for the first time since the onset of social distancing and public lockdown due to Covid-19. I'll admit, it felt strangely satisfying. Like something you miss doing but still kind of feel guilty about....Anyhow, the food was great!! I actually ate at two of their locations in Cville. The downtown restaurant and the Pantops restaurant. Went to Pantops first and then Downtown the next day for dinner with my Mom. The fajitas ingredients were juicy and the frozen margarita did its job! Good all around!",50,36,view review
72,,Lori C.,10/07/20,,,,4,My husband ordered the chimichangas  and bragged on them so much I regretted not ordering them. I ordered the shrimp tacos and they were good but very spicy. Service was excellent and it is a cute place. Nice meal!,28,52,view review
73,,Emily G.,28/08/20,,,,3,"The food is generally good and I am grateful that they have a carry-out option. But, be careful if you are immunocompromised. I went in to pick up an order and several customers were sitting without masks while not drinking/eating. When it's busy, there is no way to socially distance while waiting to pick up your food. I wish they would offer the pick-up outside.",4,,view review
74,,Elizabeth M.,18/01/21,1,,1,3,"I've heard so much about Guadalajara and finally got the chance to stop by! The Mexican rice and chips and salsa were fantastic, but the beef enchiladas were a bit lacking. The flavor was there, but the quality of ingredients isn't the best. But the service is great and super quick!",60,46,view review
75,,Lori W.,23/03/21,3,1,1,5,"Our first stop in Charlottesville! Pet friendly and great outdoor Patio seating.  

Bring your appetite and make sure to order their killer margaritas. Perfect weather and basked in the sunlight as I devoured chips and salsa. They had to bring extra salsa because I was not very good at sharing it with my fiancé!!  

Excellent service and masks being worn by staff which is greatly appreciated.

Devoured my enchilada & tostada & fiancé polished his burrito as well. 

What a treat! Remember to tip well. Support local!",796,137,view review
76,,Caroline P.,24/04/21,1,,,4,good food but a lil bit slow!!! I feel like Mexican food always satisfies me but I was def hungry and had to wait a little longer than I wanted to,17,35,view review
77,,Aubrey W.,28/05/21,2,1,,5,"I am a regular at this Guadalajara, and it never fails to disappoint. The margaritas are delicious (and huge!) and come in a variety of flavors. The menu is expansive so there is something for everyone, including quite a few vegetarian options! A little on the pricier side in my option, but the portions are pretty big so it usually lasts me two meals. Great spot for a night out with friends or a date!",168,27,view review
78,,Saul B.,16/10/21,,,1,5,"Am madly in love with their chicken soup with pico de Gallo. 
Add their fried chimichanga, and some sweet tea, and my day is complete.
Only eat at their downtown location, it's the outside patio with the fountain.
My vegan wife loves their veg dishes too.
So happy they are thriving.",55,6,view review
79,,Kristin S.,22/11/21,,,,1,Ordered take out from pantops location. Spent 2.50 for extra cheese dip and my food was dry. Workers looked clueless and manager was rude as fuck. was trying To give them another chance since they left us waiting almost 2 1/2 hours for a seat a couple weeks ago And they got our order wrong and wanted to argue with us then to. NEVER AGAIN!!,1,,view review
