,,Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends,(view source)
11,,Victoria M.,22/08/21,1,,2,5,"I absolutely love oysters!! and was so excited to check this out and it did not disappoint.

The interior has such a cute, southern vibe, and I really enjoyed its aesthetic! We sat outside, which was very nice as well. 

For drinks, we ordered their special rose and white wine of the day, which was really delicious and paired super well with our oysters. 

I loved the bread that came out in the beginning, and I'm not sure if I was just super hungry or it was just that good...

We also ordered Belgian fries with garlic aioli, which was fantastic.

Now for the main event, their oysters!!! We decided to go with one of each of theirs (see my menu picture), so it was like a ""flight"" of oysters. It went from least brine-y to most brine-y (same with the menu picture). I enjoy my oysters to be very brine-y, so I really enjoyed the latter oysters, but they were all fantastic!! Will definitely be returning!!",126,234,view review
12,,J E.,06/11/21,5,,7,5,"While staying in downtown C'ville for business, I came here for dinner on a Wednesday evening and sat at the bar. The bartender was great! Very friendly and helpful! They have a very nice menu, filled with some amazingly appetizing seafood!!

Started with a cocktail, as they have a nicely put together cocktail list... The Heck Boy was great! Made perfectly and exactly what I expected based on the description in the cocktail list. I then switched to wine, as they have an interesting wine list, mostly all the unique/boutique wines that aren't the typically popular stuff, which is a nice way to try something new that might become your new favorite. In fact, while there, I tried a French white that I let a (level 2) somm friend know about and he had just had the same wine and raved about it - good options here!

I enjoyed a nice starter salad, followed by their outstanding calamari, which was very fresh and unique, with Asian flavors and Asian style cucumbers on top. Then moved on to some shrimp cocktail, which was decent, but probably the most disappointing part of the meal (reason: The shrimp was a size, slightly 2 sizes too small for traditional , hi-end restaurant shrimp cocktail and it was pre-seasoned with Old Bay style seasoning and it was definitely pre-cooked too far ahead of time to order).

The next course was the entrée! Butter poached halibut (which I got just ""the for the halubit!"") - OUTSTANDING! The carrot puree that is was sitting on top of was great! The sunchokes were interesting, but then again, this was my first time having sunchokes.

Last course was a Key Line Pie - AWESOME! And a glass of madeira to go with it - they paired nicely.

Overall, I really liked this visit and would definitely return! Also, highly recommend coming here for some better dining and decent seafood!",2898,94,view review
13,,Catherine X.,21/12/21,2,,3,5,"Started out with the oysters here. Because I've had a bad experience with oysters before, I was scared to try them but they were so fresh and went down very smoothly. And, since I can appreciate any restaurant that changes my opinion, I had to give Publics 5 stars for converting me from an oyster skeptic into a novice oyster snob. 

For the starters, I tried the roasted rainbow carrots and the calamari. The roasted rainbow carrots absolutely blew me away! They were creamy and the sauce was incorporated into the dish so well that every bite had flavor in it(something I would have never expected from a vegetable so simple). The calamari was pretty fresh too and not oily but a little hard to chew. Then, for the entree, we got the duo of jumbo crab cakes, which also were very fresh but a little too salty for me. Overall, loved the fresh ingredients and the cute ambience of Publics!",38,26,view review
14,,Kevin G.,11/01/22,1,,3,5,Been craving lobster rolls for a while and behold found a little place on the corner. They have hot and cold so you can have your preference. I prefer hot so I was very pleased. As you can see from pics they did not spare on the meat so much so that some fell on the floor and I didn't even notice. The jumbo peel and eat shrimp were delicious and if I had room I would have ordered another. The lobster is at market price but it is worth it without a doubt. I will be back to try other items on the menu.,486,38,view review
15,,Adrienne A.,06/02/22,4,3,7,5,"The oyster shooters!!! The Lobster Roll! The Hodgepodge!

Wine selections we great, food was amazing, service was stellar! Cute little place!",294,1412,view review
16,,Jim A.,07/02/22,1,,1,4,"There's really no competition for good Seafood restaurants in this town, which is a bit of a shame. The drinks are expensive and mediocre, and while the food is without a doubt delicious, the price doesn't really match the experience.

If you're looking for a wide variety of good seafood though, this place is really your best bet.",6,,view review
17,,Marley P.,09/02/22,,1,4,5,"Happy hour alert!!! Living in South Florida, happy hours are everywhere but here in Charlottesville they are harder to find. Especially good ones. Next time you want some good cocktails and food, head over to Public Fish and Oyster. Good strong cocktails for $7 and one dollar off oysters everyday from 4pm-6pm. My friend and I showed up at 4:15 and we were able to squeeze in because they are so busy and booked. Next time we will plan for a reservation. The oysters were fresh, sweet and perfect with a squeeze of lemon and a spoonful of mignonette. I know a lot of people like baked oysters, but try them raw too! So good. We also ordered the Connecticut style lobster roll, delicious and buttery. To go with it, we got Kentucky Mules because we both love a good bourbon. We will be back!",24,100,view review
18,,DJ L.,10/04/22,,,,5,"This was our first meal in Charlottesville from visiting this weekend and we could not have started off on the best foot.

In short, the food was fresh and incredible. Our server, Jaime was the best. Like absolute best! If you're from out of town and need a place - don't skip this place!

Get a reservation, ask for Jamie. Make sure you say hi to Nina, the hostess, and meet John behind the bar. Jamie is so personable and knows the 

Meal - We ordered the brussel sprouts and the calamari. Holy moly - best appetizers! We also got some fried oysters and crab cake sandwich. Being from Maryland, these crack cakes were delicious! 

I love the positive and fun vibes from the employees here. Great food and wonderful atmosphere from the employees!

We absolutely can't rave more about this place!",93,15,view review
19,,Jess L.,31/05/22,,,1,5,"My friends and I had a wonderful time. The food was incredible. We tried all the oysters on the menu and it was all super fresh. Service was quick and nice. The drinks were also great. The selection of wine they had paired really well with the food. Lastly, the lobster roll was amazing. The lobster was tender, flavorful, and the bread paired super well!",8,149,view review
20,,Sarah S.,06/06/22,1,1,2,5,"Wow...Wow...Wow...Wowza! Hands down some of the best food I've had in the area. Not to mention their staff are amazing, their patio is fantastic, and that their happy hour is so good. Public Fish & Oyster is 5 stars all the time every time.

I was so grateful to have such understanding staff when we dined here last. I had made a reservation, but made a mistake by not booking the patio (due to health issues, I try to do most things outdoors). The staff were super understanding and went way out of their way to add an additional table on the patio so that I felt comfortable eating there. I was honestly shocked and so appreciative. I felt bad that they had to do those extra steps, but their kindness and willingness to help didn't go unnoticed. Our server was also very good at making food suggestions, and was so good at timing the meal. Top notch service

Onto the food! The oysters, OH MY GOD, the oysters! Such a selection. We were lucky enough to be able to do happy hour, so we went to town on some oysters. The descriptions were on point, and the recommendations were spot on. We moved onto the lobster roll and loved every bite (and those fries ooooeee so perfectly crispy). With the recommendation of our server, we went with the Hodgepodge, and we were so glad we did. So much seafood in such a tasty sauce. Also, do yourself a favor and order one of their whiskey drinks.

Again, just, wow!",230,344,view review
21,,Lindsey V.,08/06/22,,1,2,5,"This place is a catch, no pun intended! I've been here once before and everything was amazing. I don't remember exactly what I got besides oysters but I can say it was all great. I recently came back with my family and we were all pleased as usual. For one, we didn't have a reservation and they still managed to squeeze us in even though it was busy.

Secondly, the food was perfect! I ordered the steak frites and it was delicious. The chimichurri was a little weird looking but the taste was there. My brother got the soft shell crab and really enjoyed it, and my dad ordered the crab cake sandwhich and was extremely satisfied! They both said they'd come here again for sure. 

The service was also great, they were very friendly and attentive. The waitress was happy to answer any questions we had about the menu and even took the time to clearly explain to us which oysters were which! 

Definitely recommend if you love seafood.",105,10,view review
22,,Tim M.,25/06/22,,,2,5,"I was visiting Charlottesville for the day with my girlfriend. We decided that we wanted seafood while visiting the mountain community of Charlottesville. We found this restaurant online. It had good ratings, so we gave it a try.

I started with the New England Clam Chowder. OMG! It was so smooth...typically. I add pepper to any New England Clam Chowder. Not this one. It was perfectly seasoned and the broth was so creamy and smooth, and there were plenty of clams.

Not long after, the Steamer Pot arrived. It was steaming and very well seasoned. We had 2 small clusters of crab legs, a whole mess of clams, 8 huge shrimp, a couple of potatoes, and 1 ear of corn.

Everything tasted fresh. My meal paired well with my drink, a Bloody Mary.  The mix used in the Bloody Mary was delicious.  I tasted a pepper flavor, but almost like a lightly burnt pepper flavor that I had not tasted in other mixes. It is spiced perfectly for me - not too hot; not too mild.

There was plenty of food in this steamer pot for two. Looking back, it was a bigger bowl of New England Clam Chowder than I expected. The prices are fair for the food and service you receive. The staff are wonderful! And the bartenders are exceptionally skilled. 

At the end of our Steamer Pot, I requested a whiskey sour. I enjoy a good whiskey sour.  I am not ashamed to say, tonight I enjoyed a great whiskey sour. I don't know what he did to make that drink so smooth. It was the perfect balance of the sour mix, the whiskey, and butter. That drink was buttery smooth. 

Overall, my girlfriend and I agree that the food was delicious. Good job, cooks/chefs. The service was fantastic! Everyone was friendly and out of the way helpful.  The ambiance was nice. It was cozy inside. And the barkeeps were on their game. The drinks were amazing.

We will be returning to this hidden gem. A great dining experience.",16,6,view review
23,,Deb B.,25/06/22,2,1,1,5,"We were at first told we'd have to wait an hour. We took an Uber there. The hostess was so very nice and got us a table. Only 2 of us. We had oyster shooter and they were yummy. Our drinks were mixed very well. Good selection of spirits. My boyfriend ordered clam chowder and good lort. It's the food you eat when it winter, you don't feel good, okay anytime...it was the best clam chowder I've had since Massachusetts. We got the steamer pot and split it. Steamer pots I'm associated with at OBX are usually huge and feed 3 people. This one is smaller. I saw another couple each having their own but I couldn't eat a whole one by myself. It was so yummy. The staff, waitress and bartender we all very nice and cracking jokes. Great atmosphere. 

Will for sure be back! Highly recommend and I am not a foodie.",64,9,view review
24,,Kat Z.,04/07/22,1,,2,3,"pros: really yummy oysters, really great ambiance 

cons: our main dishes --fish of the day (seared ahi curry) and the hodgepodge -- were very lackluster. I had to ask for salt for the hodgepodge because the taste was so one-note. The sauce was missing the usually freshness of seafood. Not worth the price.",57,8,view review
25,,Wenxi H.,07/07/22,,2,2,2,"Summary: all the food LOOKS very good but TASTES bad. 

Full review: To get to the point, it seems like this place has really good ideas for food but hasn't quite gotten to the point of making it taste good. It was super busy the night we visited, but we nabbed some bar seats right as we went in.

We got a bunch of oysters that were pretty standard. The special was a ""rare ahi tuna"" that was closer to ""100% cooked for 1 cm and completely raw for the rest."" The fish actually looked really good but the texture combination of raw+cooked did not work. The curry underneath, a bog standard red thai curry, was great with the rice.

The Hodgepodge lived up to it's named and there was actually quite a lot of mussel. Unfortunately the soup base was weak and the entire bowl needed a lot of salt to bring the flavor out. The table bread that accompanied was also just a small stick of white that left a lot to be desired.",10,2,view review
26,,Eddie K.,26/07/22,1,,1,5,"A great seafood spot! Their oyster selection impressed me on my first visit last year, so this time I came back to enjoy a full meal. 

The service was great throughout the night and our server was very attentive and friendly. We ended up ordering a round of oysters and shrimp cocktail and it was just as tasty as I remembered--highly recommended for those who love a good briny set of oysters! 

*Shrimp po-boy - this was a tasty entree and wile I wouldn't say it was the best ever, it certainly hit the spot. The fries that came with it were excellent and happened to be my favorite style of fries. They also give you a ton so you'll likely leave stuffed.

*Brussels sprouts - these were really good. The sauce that these are prepared/mixed in really made these stand out from the usual Brussel sprouts from other restaurants. Would certainly order again. 

*Chicken sandwich - wife ordered this and she enjoyed her selection as well. This also came with a mountain of fries so she too, walked out of these stuffed.

Summary: great location, the vibe is right, the service is on point, and the food is good. Will come again the next trip to Charlottesville.",130,29,view review
27,,Matthew B.,30/07/22,1,,1,4,"What a wonderfully local, friendly fish house with superbly prepared apps. We went for the oysters and were not disappointed. Sat at the bar and ended up in conversation with some of the locals. Even the bartender was a plus. If i lived in the area, this would be a regular hangout. Saw some reviews about the fish being lackluster here - but the oysters had no such issue - phat and juicy on the inside, lightly breaded and crispy. the Rockefeller style was superb. Worth the trip.",709,153,view review
28,,Se C.,07/08/22,,1,,3,"Came here last night to dine in. I've been here at least 5 times now and it's clear there is quite a bit of inconsistency in both the quality of service and food. 
I made a reservation for dinner at 6 pm and they were sold out of the lobster rolls. I was a bit sad about that. I guess I just missed it bc the people that were sat next to us got lobster rolls. 
We ordered two drinks and oysters before the happy hour ended at 6 pm. Only Virginia oysters have a dollar discount during happy hour. 
I ordered their steak frites and my friend got the sockeye salmon. 
The drinks came out first naturally but the bartender who brought the drink winked at my friend making her feel uncomfortable. 
Then to my surprise, the main food came out first before the oysters. I thought the order for oysters were placed first and they are appetizers. When I inquired about why the oysters haven't come out first, the waitress said that their oysters come from all over the place so it takes a while for them to get them ready. Also, she mentioned that there is no particular order of how the food comes out. 
I was confused at that explanation. Appetizers should come out before the main? The oysters come from everywhere?? I mean, shouldn't they have the oysters in house already?? I clearly saw them at the front when I was checking in at the restaurant on a pile of ice. 
The fries during this visit was soggy and over cooked. During my previous visits, the fries were nice, crisp, and yellow. not greasy and dark looking. Perhaps the humidity had something to do with it?

I also felt like I was being looked down upon during this visit. Not sure why though. Students are on summer break so the majority of people dining in were the age group of the students' parents. We were one of the youngest diners here. Felt like I was being judged based on how I was dressed and being a younger generation who couldn't afford being here. 

I really like their lobster rolls, but I think over the years, my conclusion is that this place is a hit or miss on their service and quality of food.",722,351,view review
29,,Jessica M.,15/10/22,,,1,5,"Public fish & oyster is quickly becoming a new favorite of ours. The food, the environment, and the staff are all amazing. I highly recommend coming here during happy hour to try one of their delicious lobster rolls. They have both the Connecticut style and Maine style. Tbh you can't go wrong with either one!",62,9,view review
30,,Linh L.,22/11/22,,,2,5,"Wow I was so surprised by this place! My friend and I spontaneously decided to splurge for the day and visit Public Fish & Oyster because we were craving oysters. Our waiter was really sweet and let us sample a variety of oysters so that we could figure out which we liked best. We tried out the revivals, beavertails, and wellfleets. The wellfleets were our favorites so we ordered a half dozen more! We also tried the steak frites which was amazing. I would say that the fries were a little too crisp and hard for my liking but the rest of it was great. I would definitely come back for a date night!",56,5,view review
31,,N D.,08/12/22,,,3,5,"Came in on a Monday night while in town for a stopover. At 5:45 this place was slammed but never once did another customer seem as though they were to much for the team to handle. 

Danny and Zoe were amazing and engaging. Danny made me feel like this was my old hangout. I ordered the hh oysters which were good my only drawback was the horseradish didn't have enough kick. 

I was lucky enough to score one of their lobster rolls and it was amazing on top of that I was given the option of salad or fries. I chose the salad to eat while there and it was huge with field greens. 

To finish out and take back to my hotel I took the fries and asparagus. The aoli that comes with the fries was garlicky in a great way and I even dipped a piece of asparagus in to try. 

Hands down I will be back.",73,57,view review
32,,Mel T.,18/12/22,,,,5,We have been back a number of times since our first visit. We love the happy hour lobster rolls and 1$ off oysters.  My kids 9 and 11 will typically share the daily fish specials which they always love.  I highly recommend this place.,31,65,view review
33,,Molly R.,10/01/23,1,,2,5,"My husband and I love visiting Public Fish and Oyster for upscale date nights. I would argue that the crab, lobster and oysters are the freshest seafood you can get in Virginia unless you are near the coast. They have a lovely happy hour on weekdays from 4pm - 6 pm which only heightens the experience. If you are a Charlottesville local and have yet to try this place, do yourself a favor and make your next dinner reservation here. You will not regret it!",19,2,view review
34,,James C.,10/01/23,,1,1,4,"Public oyster is the premiere raw bar in our area and has no peer in this domain. That said, the overall quality of the of the hot service and attention to detail has declined over the last two years - I pray that someone wakes this place up and returns it to its former glory.",45,206,view review
35,,Emily B.,21/02/23,2,1,3,5,Public Fish and Oyster is the only place to really grab oysters in cville that I know of. They have a wide selection and it's fun to try a bit from all. The indoor seating is pretty but cramped. The outdoor seating is nice on good days when there's no tent up but I don't love the heated tent unless you're worried about covid then it's perfect. The oyster hots are super funky and fun to do. The staff has always been very nice to my groups and accommodating. The carrots appetizer was insane and I usually like the fried oysters.,246,109,view review
36,,Brits B.,23/02/23,,,,5,"The food was really good! It's a really cute place nearby The Corner and is such a gem. The services is ok. I personally didn't love my server, maybe even a bit rude. I would recommend this place to anyone who loves seafood!'",3,,view review
37,,Justin N.,22/03/23,,,,5,One of my favorite restaurants in Charlottesville. The clam chowder is yummy. Great raw oysters. Good crab cakes. I really like the crab cake sandwich because it comes with nice side of fries and is a good portion for the price. Super cute inside.,372,109,view review
38,,Samuel B.,27/03/23,,,,5,"First off, really great service and the outdoor dinning is really nice! The food was phenomenal....I had the Atlantic Salmon and it was very delicious. Definitely recommend this place :)",21,1,view review
39,,Mark H.,04/04/23,,,,5,"Consistently good. Even though we're from out of town, we come here every time we're in Charlottesville. There's always a good selection of oysters to suite every taste, and they're very fresh. They're a little bit pricey, but that's ok. There are three styles of mussels on the menu and they all are excellent. The Steampot contains a nice variety of seafood, and also is excellent. Very good cocktail and beer list too.",85,10,view review
40,,Calvin N.,06/04/23,,,,5,"We had dinner with our son and girlfriend at Public Fish and Oyster and what a great meal! We found plenty of street parking near by and the ambience was perfect for oysters. Our server was extremely helpful and efficient. We started with a dozen oysters. And then moved in to a lobster roll, crab cake sandwich, mussels and more everything was super fresh and tasty. I would recommend making a reservation as they were very busy this Saturday evening",119,5,view review
41,,Rachel R.,10/04/23,2,,2,5,This place is incredibly delicious and naturally has many gluten free and vegetarian options. We absolutely recommend it. The service was outstanding! Thank you André!,27,10,view review
42,,Brian T.,12/04/23,,,1,5,"I was in Charlottesville for a little getaway last week, and Public Fish and Oyster was on my short list of places to dine. I have to tell you, it was absolutely the best time I've had sitting at a bar eating in a very long time. The food was outstanding, but the atmosphere and the people around me made it even better. Sitting there at happy hour (great deals to be had...a dollar off oysters on the half shell? Yes, please!) enjoying a ""Fisherman's Breakfast"" (a Narragansett and an oyster shooter) carrying on with a wonderfully boisterous insurance salesman, a lawyer and his wife, and my bartender/server Danny and having just the best damn time.

Everything was top tier....very busy, but service never lacked at all. The food was fabulous....my oysters were tasty as could be, and the lobster roll (Connecticut style....warmed and buttered on a toasted buttered roll) was fabulous, and the garlic aoli sauce that was served with the fries was outstanding. I'm already planning a return trip to C-Ville, and I'll be returning to Public Fish and Oyster as well.",30,,view review
43,,Melissa B.,11/05/23,1,,1,5,"Our waitress was hands down amazing! So knowledgeable of the menu, kind, and funny. The ambiance is fishy, haha. BUT THE FOOD, okay so I had the Atlantic salmon which was delicious and my wife had the seared flounder special which was fresh and light but filling. This place is a must visit restaurant when you're in Charlottesville.",308,118,view review
44,,Rob H.,15/05/23,,,,5,"We absolutely love coming here!  It's 100% a must stop if you're in town. John behind the bar is FANTASTIC and Angela as a our server made our night there incredibly fun and is definitely a SUPERSTAR!!!   Food, drinks, everything is 10/10.!!!",679,152,view review
45,,Min O.,21/05/23,,,,5,"Public is the gem of C'ville. It is definitely a busy dinner spot, but everyone is super friendly and the food is always amazing. Highly recommend the mussels and fries--and ask for a side of bread to soak up the broth!  And of course, get their oysters!! They're consistently shucked perfectly--no tiny bits of shell to surprise you. 

The people who work there make the experience even better. The team behind the bar is always welcoming and can make GREAT recommendations if you ever need some advice on what to drink or eat!",15,168,view review
46,,Barbara B.,21/06/23,,,,5,"Great food and mixed drinks!   Fun,  lively and accommodating restaurant, albeit loud ambiance. My husband is walking challenged and the associates were extremely attentive to his sitting as well as other needs.  
Return time and again.",23,,view review
47,,Anne Z.,23/06/23,,,,5,"This small restaurant serves up big flavors and never disappoints! It can get crowded and indoor seating is tight but if you can get a seat you are in for a great meal. During Happy Hour 4-6pm they serve lobster rolls for $32, either Maine (cold w/mayonnaise) or Connecticut (warm w/butter) style on a soft roll with fries or salad. Get there early to grab one before they sell out! If you miss the lobster roll try a PoBoy sandwich or the crab cakes both are delicious.",60,2,view review
48,,Jessica T.,14/07/23,,,,4,"Great menu for Gluten Free seafood lovers! So many options for seafood that I don't typically get to enjoy because most restaurants don't provide them. Oysters Rockefeller, calamari, crab cakes. All made with GF panko as a standard as well as so much more. I always enjoy fresh, grilled etc seafood options. Was nice to enjoy something a little different. Fresh Herb & Butter oysters were delish. We found the restaurant last minute and we're not able to get reservations, but they were able to get us in immediately on the patio. Great atmosphere. Service felt a bit rushed. And was slightly disappointed that with so many Gf options for apps and dinner that the only dessert option was ice cream. Wouldn't stop me from going back.  But would definitely like to feel less rushed.",18,345,view review
49,,Theresa K.,23/07/23,,,,5,This is my favorite restaurant in the whole US. That is saying something because I travel for work and have been to all 50 states. I make it a point to travel through Charlottesville so I get the pleasure of eating here. Oysters are fresh and a fantastic selection. The scallops are to die for. Recently I had the pleasure of eating their PEI mussels I've eaten them in PEI and actually prefer the ones here. Had them classic style with a butter cream sauce with garlic thyme and onions. Absolutely heavenly balanced out by delicious fries. Do yourself a favor and give them a try.,32,,view review
50,,Dave R.,29/07/23,,,,5,"Go....just go there. Happy hour or dinner or whatever, just make sure if you are thinking about going here you do!!! John at the bar steered us well. Oysters were great!! Dinner, OMG... my wife had crab cakes...fantastic. I had mussels mariniere...they were divine!! Get bread to sop up the sauce. John recommended the Sauvignon Blanc which pared very well with both our meals. 
Overall. This gem seems like a bar with outside seating but is so, so much more!!!
Just go!!!",23,,view review
51,,Carl D.,06/08/23,,,,5,"This was a great spot! Fresh oysters and fish, great service, and just a great environment.  Who knew you could have such good seafood, and not be on the coast!",11,56,view review
52,,Sarah O.,09/08/23,,,,5,Excellent!!  Food was so good and the  service was excellent. We ate at the bar because we didn't have a reservation.  I had the gluten free fried oysters and my husband had the crab cakes.  Highly recommend,2,37,view review
