Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends,Author ID,Location,Profile URL,Profile Photo,URL,
Katie S.,8/11/14 15:11,0,0,0,3,5,"We were looking for a place for dinner after wine tasting in the area on Saturday and the owner of the B&B we stayed at recommended Mas Tapas, so off we went. 

I have to be honest here, you can never tell with tapas, so I was slightly unsure of how much to order, but picking 2-3 things each for our table of 4 left us all content and didn't break the bank. 

We started (and ended) our meal with the bacon wrapped dates (yep, they were so good we ordered them twice), a pitcher of sangria and a potato dish, while we waited at the bar for a table to open up.  

It took about an hour for our name to be called; the hostest wasn't comfortable quoting us a time when she put us on this list, since she said with tapas if people don't show up at the same time (I guess they were spread out this particular evening) it's hard to gauge how long they will stay.   I really appreciated her being so up-front about this. 

It was actually pretty cool watching the restaurant work so well together as a team! They were slammed, but you would never know it by the level of service we received.

Once we were seated we transferred our tab to our table (I double checked this didn't short the bartender and was assured it wouldn't) and ordered several more small plates to share. I LOVED the shrimp, the hummus, Plato de Jamon and the heirloom tomatoes.  

We split the goat cheese cheesecake (I was intrigued) and even though I wasn't a huge fan of it, my dinner companions had no problem making it disappear very quickly. 

Overall great experience and great food. I wish I lived closer so we could make this a regular spot!",944,635,MZ4nz4tPo56ym8j55kxnZg,"NC, NC",https://www.yelp.com/user_details?userid=MZ4nz4tPo56ym8j55kxnZg,https://s3-media0.fl.yelpcdn.com/photo/3_IWzAnoitxvf72frEsohA/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Lucas B.,9/18/15 15:37,3,1,1,6,4,"I've been waiting to go to Mas Tapas ever since I heard my girlfriend and some friends that went to school in Charlottesville raving about it. I have even seen someone drop a few lines about Mas in a review for MY favorite tapas place, Estadio in DC.

I finally got my chance to experience Mas when I went to UVa for a football weekend. We went on a Friday night around 9pm so we could eat some tapas and drink some sangria before hitting downtown.

We ended up waiting around 35 minutes so they could accommodate our table of 10 on what appeared to be a busy night. The wait wasn't too bad! The giant jug of Sangria (highly recommended - it's very good) kept us busy until we were ready to be seated.

We were seated outside with a few tables pushed together and everyone was comfortable. The server came around and gave us our menu's and took some drink orders. The menu is VERY extensive so you'll need to take a few minutes looking up and down it. Be careful though because there are so many things that sound amazing.

All of the food we ordered came out in a very reasonable amount of time too!

4/5 - Bacon wrapped dates - I'm not usually a fan of any type of date or bacon wrapped thing. Dates taste weird and usually when things are wrapped in bacon the bacon is still mushy or rubbery. These were a completely different story. The bacon was actually crispy around the date and the entire bite was delicious. Would definitely order these again.

5/5 - Manchego and apples - Obviously not the fanciest thing you can order but the quality of the cheese and apples was fantastic. Both had a ton of flavor and complimented each other very well.

3.5/5 - Jumbo shrimp with garlic aioli - I'm not the biggest fan of in-shell shrimp as I'm more of a butter and garlic drowned shrimp fan but this was still pretty good. Everyone around the table absolutely loved it.

4.5/5 - Carne asada - I will eat steak pretty much any way I can get it. They cook the carne asada rare only but I'm fine with it. It's topped with a smoked tomato aioli that pairs nicely with the rare beef.

5/5 - Octopus and Pork Noodle dish - I'm not sure what this dish was called but it was my favorite of the night by FAR. The pork was tender and the octopus was charred exactly how I like it. Not to mention it was spicy as hell so it was right up my alley. Loved it.

All in all I really enjoyed my meal here and it lived up to expectations. This isn't the fanciest style of tapas you will see out there but the food has just as much flavor as any other place. If you enjoy small plates and are in the area (except on Sundays - closed), this is a good bet for you.",473,545,NvTI0n5PhXdJYxTtRPRzrw,"Charlotte, NC",https://www.yelp.com/user_details?userid=NvTI0n5PhXdJYxTtRPRzrw,https://s3-media0.fl.yelpcdn.com/photo/DklgNAff6_vgGEPeKxDGhw/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Conny L.,11/18/15 20:26,0,0,0,1,4,"Wow! What a find during my visit in one of the happiest cities in America. I'm sure ""Mas Tapas"" is a reason for this rating.

It's totally worth the the walk from the downtown mall, it's easy to find and just about 10 minutes on foot - make the trip!

After an initially slow service, we got our table after about 20 minutes wait, and yes - it was still totally worth it!

Go for the wine selection, which is fairly large and interesting with European wines (I tried the red sangria excitedly, but didn't particularly like it).

We then ordered 7 different tapas which made us more than full. The melted cheese on brioche with honey was one of my favorites, but absolutely everything was great, including the homemade bread and yummy olives.

Come here for a romantic night or a group outing - seats are great, the atmosphere cozy and European, and nobody will rush you out.

Definitely worth a try!!!",227,207,2Unb6necULWggNksLFX0fg,"San Luis Obispo, CA",https://www.yelp.com/user_details?userid=2Unb6necULWggNksLFX0fg,https://s3-media0.fl.yelpcdn.com/photo/-ezcStN3xqGzcOoh9UBR6A/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Daniel M.,8/19/16 0:50,0,0,0,0,5,"What great flavors and great price point.

We really enjoyed the dinner and the friendly atmosphere.  The roasted tomatoes were ridiculously good.",11,0,wUIr_LhFU5wPPnW-vosBww,"Virginia Beach, VA",https://www.yelp.com/user_details?userid=wUIr_LhFU5wPPnW-vosBww,https://s3-media0.fl.yelpcdn.com/photo/sPpVS6OoB8-LHVJBxlYUaQ/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Mellete T.,8/31/16 20:05,0,0,0,0,3,"We ended our day trip visit to wineries at Mas Tapas.  We had to wait about 30 minutes to be seated as they don't take reservations.   I was underwhelmed with the lack of seasoning and slow service.   We had to hunt our server down a couple of times to request things.  

We ordered the papas bravas, artichoke dip, scallops, shrimp and dates wrapped in bacon. 
My favorites were the Artichoke dip was tasty and the goat cheese adds a nice twist to this dip and scallops which were cooked perfectly.  
Overall, I think it's a decent place.",181,82,NMiG-YB3QcsPAjnt2SI9Kw,"Alexandria, VA",https://www.yelp.com/user_details?userid=NMiG-YB3QcsPAjnt2SI9Kw,https://s3-media0.fl.yelpcdn.com/photo/y2QpCEYk5qfMSBrkcNvOJA/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Christina Z.,10/26/16 3:42,0,0,0,0,4,"Tasty plates but definitely a little overpriced. If you're looking for an authentic tapas place, this does not quite hit the mark - I would say that it adopts the tapas style with its small plate offerings, but does not quite live up to other tapas restaurants and does not offer the variety of authentic Spanish dishes that you would expect. The dishes are flavorful, however, and come in a small/""tapas"" option or a larger/""raciones"" option (usually double the price of the tapas). My husband and I ordered 6 dishes in the tapas size, and we felt that the portions were appropriate to share between 2 people. We left satisfied but not overly stuffed. 

Service is friendly and attentive, and it was overall a good experience if you go in with the mentality of sharing small plates and not authentic tapas.",360,52,8QXAB1vREcnwBybGl6kelQ,"Tucson, AZ",https://www.yelp.com/user_details?userid=8QXAB1vREcnwBybGl6kelQ,https://s3-media0.fl.yelpcdn.com/photo/Gd7Ki5bQzEB_vNxVKnIREg/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Carol F.,10/31/16 22:48,0,0,0,1,4,"I had heard great things about this restaurant and I would say it definitely lived up to the hype!

We came here in a group of 2 prime time on a Friday night. There was quite a wait, as expected, so we split a bottle of wine as we waited. There wasn't much of a waiting area... I felt bad hovering over other tables as we waited, but there wasn't much of an option as it was too cold to wait outside.

Bar area was first come-first serve, but you kind of have to fight for it. Several people who came after us grabbed seats as soon as people at the bar stood up, so you may want to make clear to others behind you that you're waiting for the bar.

After about 45 minutes wait, we got a table downstairs. While we were waiting, we marked all the tapas we wanted on their paper menu. So, we didn't have to wait too long for our food to come out after we sat. 

All the tapas were soo delicious, so many must-tries!

""Papas Bravas"" - The potatoes with garlic aioli - SO fragrant and yummy, you just keep going back for more. This left us taking small bites just so we could savor it more. It's one of those that's such a simple and basic dish, but somehow I don't think I could replicate it at home.

""Carne asada"" - steak with tomato aioli. Offered in rare only - amazing and delicious! Make sure to dip each bite into the sauce. I'm making myself hungry as I type this...

Some kind of jumbo shrimp - pretty good although probably the least celebrated at our table that night. Not that it wasn't good, just overpowered by everything else that was more amazing. 

Artichoke and goat cheese dip - I really liked this. Although if you're not a big fan of goat cheese, I probably wouldn't recommend. The bread it was served with was extremely hard.. It made it hard to break off to eat with the dip.

Grilled octopus served over bread - cooked perfectly, softened octopus and paired really well with the breading. 

""Datil con tocino"" - bacon wrapped dates. Although it seems an appetizer, it was the last one to arrive at our table, so it acted as our dessert. And it just turned out to be perfect that way, as it's a little savory, a little sweet. Charred smokey taste and just so good. 

So that journey of 6 dishes is enough for you to try an explosion of different flavors, and it came out to about $60 total. Very reasonable price for how great it was!

Fun fact: their special of the night was barnacle. weird right?! We passed this time, but I look forward to to coming back maybe when I'm feeling adventurous and trying one of their other weird specials :P

SO: 4.5 stars for such awesome flavors but minus half a star for lack of waiting area and having to hover over other people's tables for almost an hour, and perhaps a suggestion for softer bread to accompany the dips!",255,606,PdPrqYLWDjNPnpXOQ1zgIw,"Round Rock, TX",https://www.yelp.com/user_details?userid=PdPrqYLWDjNPnpXOQ1zgIw,https://s3-media0.fl.yelpcdn.com/photo/g4e1mYC0xgbZi4f8sHmbSA/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Sophia B.,1/7/17 1:03,0,0,0,0,4,"Loved the service and the atmosphere! We went around 5:30 on a Friday night and didn't have to wait at all. However, only about 20 minutes later the place filled up pretty quickly. I suggest trying to avoid the peak hours and go earlier. 

Our server was very kind and knowledgeable! She has excellent recommendations that adhered to our dietary restrictions! Definitely one of the best places in terms of service. 

On to why I didn't give the place 5 stars. The wine and cocktail menus come in actual binders. I thought that was very cute. And the actual menu is one piece of paper. Everyone knows that the alcohol and food options are plentiful. But having to squint in a low lighting dining area to read the crammed menu was not ideal. I would suggest having another binder just for food on it's on and creating quarter sheets of paper where people can write what they want to order. When visiting be prepared to ask your server for recommendations. Lucky for us we had a great server who hit the mark on our food orders!",22,237,tkomSq37gH2GA7YToAFFfw,"Richmond, VA",https://www.yelp.com/user_details?userid=tkomSq37gH2GA7YToAFFfw,https://s3-media0.fl.yelpcdn.com/photo/T1FmDSGn7RuG_ix0XHB_Qw/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Liza M.,3/23/17 0:46,0,0,0,0,4,"I love love love tapas. I grew up in a Spaniard household and spent my summers in Spain so true Spanish tapas are a comfort food of mine. This was obviously not as good as my grandma's food but it was pretty close. We had the tortilla, pulpo, brussel sprout, fried smelt, patatas bravas, and goat cheese cheese cake. It was all quite delicious and I would definitely go back if we want tapas when we're in Charlottesville next time. I was not a fan of the cheese cake at all. The waitress described it as an ""adult cheesecake"" which I agree is a fair description and should have deterred me. It's a bit too savory for my taste, next time I'll try a different dessert! Can't wait to go back again!",317,101,TiRcC_nCW_xIt9J03zgHkg,"Washington, DC",https://www.yelp.com/user_details?userid=TiRcC_nCW_xIt9J03zgHkg,https://s3-media0.fl.yelpcdn.com/photo/vP06nbl64VrCRizLSoDwJg/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Warren T.,5/5/17 13:51,1,0,0,0,5,"Fun, delicious, new food, and variety are all words I would use to describe Mas Tapas. 

I really enjoyed the queso dip, roasted tomatoes, fried potatoes and the homemade bread. 

The wait was very very long so don't be in a hurry. I think it took about 90 minutes for all our food to come out!  But our server was kind and helpful even though she was super busy. And the food was worth the wait. It was exciting and different than what I'm used to. 

My fiancé and I really enjoyed people watching too. The place was electric with activity and packed full. 

It's definitely worth going back again.",136,402,v024NdCS0OD1j7R4YD9Jrg,"Virginia Beach, VA",https://www.yelp.com/user_details?userid=v024NdCS0OD1j7R4YD9Jrg,https://s3-media0.fl.yelpcdn.com/photo/8Yh5Ay7RHqyIcIRqpkI2Xg/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Ed G.,5/22/17 14:07,0,0,0,0,5,"This is a very authentic Spanish tapas restaurant. Subscribing to the popular farm-to-table philosophy, the chef is wonderfully creative.  He will help you appreciate all that is good in the Virginia mountain country.  The wait staff is welcoming and efficient.  There is something on the menu for everyone, including vegans.  The wine selection provides an excellent variety of Spanish reds and whites. The cocktail list is expansive. Try the Basil Gimlet!

Get there early. Mas Tapas does not take reservations.  When we arrived at 5:05 for 5:30 opening, there were already 30 people in line. The wait was well worth it.  Been there twice and will always go back for a pleasant and adventurous experience.

Parking in the rear, but get there early for that, too.",35,0,WqSHGi5AZobXp-wpklu5Lg,"Chesapeake, VA",https://www.yelp.com/user_details?userid=WqSHGi5AZobXp-wpklu5Lg,https://s3-media0.fl.yelpcdn.com/photo/ni_2244Rz_xRvGg1UuEaMw/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Shelley R.,5/29/17 22:04,0,0,0,1,5,"Great food and knowledgeable, enthusiastic servers make this a go-to in Charlottesville!! You will not be disappointed, especially if you like well-prepared, interesting dishes. However this place is extremely popular-we met with our group of 7 right as they opened, and got seated with no problem. Bring a group if you can- to better try multiple dishes! The roasted tomatoes were a big hit, as well as the carne asada. We ended our dinner with bacon-wrapped dates, a perfect dessert!",469,44,VoKtqw0wVJDfxglLwfboIg,"Charlottesville, VA",https://www.yelp.com/user_details?userid=VoKtqw0wVJDfxglLwfboIg,https://s3-media0.fl.yelpcdn.com/photo/JBe_mH8TgWcac9SXv7v2SQ/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Michael M.,6/9/17 22:15,0,0,0,0,4,Charlottesville I hope you know what kind of gem you have here....The tapas are great with an amazing selection of wine and beer and spirits.. We will be back for sure ..,47,289,QaHHwYgvJi1cpbQmCeVbHw,"San Juan Capistrano, CA",https://www.yelp.com/user_details?userid=QaHHwYgvJi1cpbQmCeVbHw,https://s3-media0.fl.yelpcdn.com/photo/4STfIHsjgvqktm42jkrUCg/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
