,,Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends,(view source)
19,,Leslie V.,24/05/22,,1,2,1,"The bar is attached to the Draftsman Hotel - The Ridley? I would NOT recommend. 
1. We sat at a high top and the guy (I refuse to call him a bartender) looked at us. I said, Do you need us to come up and order? He shook his head Yes. 
2. My husband walked up to order and I said our table needs a wipedown. He gave a dry rag to my husband to give to me. 
3. Then my husband asked about a dark beer for me and he handed him a bottle of the only one they had. (I guess so we could decide??) I said yes, that'll be great and we ordered. My husband came over to sit down and the guy called him over to come and get his drink. (There are 4 other people in this entire bar) My hubby said, ""This is pretty hard on your tip.""He just stared at him. 
4. We are excited about returning the kindnesses by showing him how it actually affects his tip. (We are only having one drink, obviously!) 

I texted my daughter, who lives here and works at the UVA Cancer Center. This was her reply:

I've been there once and had the EXACT same experience. I went with like 4 or 5 colleagues after work and we all said we would never go there again. And we all spread the news about the Ridley. Pretty dumb of them because they're right next to the hospital so it would be a great spot but their service is awful and down right rude.

Enough said.",356,164,view review
20,,Olivia W.,15/06/22,1,,1,5,"Went for breakfast after spending the night at the Draftsman, and no complaints. Coffee was fresh, the breakfast plates were huge, and service was friendly. Couldn't ask for anything else to start our day :)",594,142,view review
21,,Buck B.,08/07/22,,,,1,"Update. The name has changed, but the game is the same.
I reviewed three years ago as ""Renewal,"" and now as ""The Ridley.""

I realize that there has been a pandemic and that hiring/staffing/training are extremely challenging.

But once again, if you're charging $100 for a meal, the standards are higher than that of Chili's, which by the way, is a far superior option. (Jokes aside, your money is better spent at C and O, Bizou, Crush pad, Ivy Inn, Tavola, Local, Tavern and Grocery, Bebedero, etc. etc.)

Opening moment. I'm standing with my party of 15 are the host stand.  A server (not eventually our server) informed me: ""Get out of the way!""  No please, no apology, no grace.  By the way, the restaurant was completely empty at this point, and all other ""nice"" Charlottesville restaurants were entirely booked. I should have clued in at this point...

The wine, beer and cocktails: Great, no complaints. 

The food.  Two plates of RAW oysters came out that were *hot* to the touch. I've never seen this in all my years...

I ordered steak frites (medium).  The steak was bland, over-cooked and tasteless. The fries were mushy as if in a soup.  I didn't know this dish could be so mishandled. 

My dinner mates had similar experiences with their entrees, and we tried to smile and enjoy the evening nonetheless. 

The decor and the outdoor seating are still fantastic.",74,5,view review
22,,Chris S.,13/07/22,,,,2,"This review is heavily influenced by the price they charge for the food you're served. If this was an inexpensive restaurant, then the service and quality would be passable. However, nearly $100 for two people for dinner and the food was pretty sub-par. There's so many restaurants in the area with better food at a fraction of the price and significantly better service that it's hard to justify coming here. Beautiful restaurant that unfortunately doesn't have the quality or service to match.

If you're staying at the attached hotel, take a walk a couple blocks in any direction and have a much better meal at a far lower price.",20,2,view review
23,,Jeff W.,24/08/22,1,,,5,"Great atmosphere, fantastic service  Chicken and biscuits, eggs Benedict, avocado toast, pork sausage, and Mac and cheese are all great options. Nice and close to the UVA grounds. Our go to place if we're not sure where to eat.",172,149,view review
24,,Leslie S.,25/08/22,,,1,5,"I took my husband out to dinner for his birthday.  We had such a great time.  The atmosphere was lovely.  Our server, Morgan, was top notch and did not skip a beat when it came to making sure that we were happy with our dining experience.  And our bartender, TJ, was so professional and knowledgeable about our choice in Tequila for shots.  My husband was very pleased.  The food was delicious and the portions were big.  There was no disappointment at all in our visit to the Ridley.  My husband says that he wants to visit again soon. I agree!   Bon Appetit!",1,140,view review
25,,Dina L.,30/08/22,,,1,5,The Nashville Hot Chicken Sandwich. Outstanding! So yummy and juicy. All white meat! Try it,29,581,view review
26,,Jessi S.,25/09/22,,,2,4,"The Ridley is always taking good care of their healthcare workers! On Mondays, they have drink specials with ID and just recently I received a 50% off coupon to use. I have been here for late night drinks before, it's a really nice vibe to sit out on the patio and people watch the college kids walk by. I tried their chicken biscuit on brunch and it was delicious! The chicken was fried perfectly, the salty sauce was yummy, and their biscuit was huge and didn't crumble under the pressure. The poached egg, unfortunately, was cooked hard, so it didn't spill over my dish as I liked. This dish is about $20, so it is definitely on the pricier side- I probably would never have gone to eat here if I didn't have the discount!",437,386,view review
27,,Kelli G.,07/10/22,1,,1,5,"Came in town for a bachelorette trip and stopped in for brunch! Lots of drinks on tap to choose from, not pictured is a delicious sour I got! I'm a big deviled eggs gal so we got those for the table. I had French toast with bacon on the side and it was delicious.",33,1,view review
28,,Maya S.,11/10/22,,,,5,"This place was excellent! Cocktails were unique takes on classics, like the Forbidden Sour. We had the cornbread and gumbo for appetizers -- you must get the cornbread!! So good. The Nashville Hot Chicken Sandwich was enormous and we agreed it was the best fried chicken sandwich in Charlottesville! Absolutely will be going back to try more menu items!",4,93,view review
29,,Melinda B.,17/10/22,,,,2,"I stopped by for mimosas a few weeks ago with my husband and friends, the experience was great.
Today was a completely different story altogether.  I am staying here overnight and went down to the restaurant for a quick salad and a glass of wine.  I waited at the hostess stand for several minutes and a young lady who was a server came up to the stand and asked me what I'd like to order, which was very odd.  I asked her if I could be seated and she took me to a table.  I then told her that I was ready so I ordered a glass of wine and a wedge salad then asked for a glass of water because I'm very thirsty. Then, I waited....another woman came out to bring me my salad, which was delicious.  I told her that I had not gotten my water or glass of wine.  She apologized and said that my wine would be comped, which was very thoughtful.  I ate my salad and waited for 10 minutes to ask for my check, the server never came out of the kitchen.  I asked another server if he would tell my server that I went out to the bar area with my wine and I'd like my check.  I finished my glass of wine and still no server.  I finally found her and asked her for my check.  I did let her know that I was not satisfied with the service and she apologized.
My take, don't come to eat at 2:15pm because you will be ignored.  Sad, this is a beautiful hotel but I doubt that I'd ever eat here again. 
I gave 2 stars based on my last visit to the bar and that my salad was good.",93,54,view review
30,,Christine F.,20/10/22,,1,1,1,"My husband and I were excited about trying out this restaurant. It's really nice inside so I had high hopes.
I have food sensitivities so when I asked if my pork chop could be cooked with olive oil, the server had to go to the kitchen and  ask. She came back and said their olive oil was 90% soybean oil. I cannot tolerate soy. I asked her again to check to see if there was any real olive oil in the restaurant. She checked again and said no. Apparently, they only use cheap vegetable oils, which are inflammatory to me.
I understand many restaurants use cheap oil, but I've never been to a restaurant this nice that had ZERO real olive oil. Every time we eat out at a nice place, I always ask for olive oil. I've never had a problem. I'm not sure what the Ridley is doing but they should try cooking with quality oils that make food taste better. My husband and I walked out.",17,161,view review
31,,Jessica M.,22/10/22,1,,1,5,"The Ridley will always have a special place in our hearts and our stomachs we've been coming here for a couple of years now and they honestly never disappoint. The menu has changed a bit over time and as much as i miss some of the old dishes, the new items are just as delicious. I highly recommend the crab cakes. Almost all crab lump meat, very little filler, and seasoned to perfection. And if you have room for dessert, the bread pudding is out of this world!",62,9,view review
32,,Samantha J.,22/10/22,,,,1,"Had a reservation on a Friday night. 20 minutes after sitting down nobody had come by to even offer waters. It was moderately busy, but still a few empty tables. Walked out due to poor service.",8,1,view review
33,,Tom M.,22/10/22,,1,,2,"Was not a very desirable dining experience.  First off, we pulled into the Valet parking, and they told us that parking was for hotel guests only, and that we would have to find a parking garage which was a couple blocks away.  That's crap.  He did show us a lot across the way which was sketchy at best.

Next we checked in with the hostess and as we were walking to our table she asked if we wouldn't mind sharing a menu.  Really.....out of menu's.  She seated us at a small table and we asked if we could have the table near the window so we can keep an eye on the lot where our car was parked.  The floor manager came by and said that that table was reserved and people had reservations and were waiting.  I said, we had reservations too, and she (Kim is her name) rudely insisted that we take our table because the other table was reserved.  At that point we almost walked out...We opted to at least try the cuisine.

After a few minutes, the server finally came, by that time we had all our choices made.  I ordered the Ribeye and my wife ordered the Crab Cakes. (all different than online menu)  My wife orders a white wine with her entrée and I ordered a Cabernet Sauvignon with mine.  She got her White and I also received a white.  As she was scurrying away I called her back and told her I ordered a red.  She said let me check to see what you ordered.  Really....I know what I ordered and a cab is a red.  She came back and said the Bartender made the mistake. 

The food did come a little over 10 minutes from order (we had a timer going) which was impressive.  My wife said the crab cakes were pretty good and my ribeye was good, not great and a restaurant of this caliber ought to be.  The steak was on top the mashed potatoes and asparagus and when I went to cut the steak and the mashed potatoes oozed out from under the steak and all the steak juice was in the potatoes which I would rather pool on the place to swab my bites in. 

In summary, sounds like the restaurant is for guests only, based on no parking for outsiders.  Kim the floor manager is rude and there were not enough menu's.  Food was good, not great, which a restaurant of this caliber should present.

By the way, at the time we were leaving, nobody was ever seated at the table by the window we requested.  They merged it with another table which STILL, nobody was sitting at when we left.  So Kim lied to us!  No reservations for a small table.

We will never return!",155,,view review
34,,Angie D.,27/10/22,1,,,3,"1st time dining there. Service was great (thanks, Brandon). Drinks were strong (another plus) considering they're a little pricey. Brussel sprouts were very tasty! My Nashville Hot chicken sandwich had all the flavor and crispiness I wanted but the chicken itself was tough and rubbery. Hard to eat. Mashed potatoes were lacking flavor and texture seemed like they maybe sat out too long or under a hot lamp? Even so,  I definitely want to try a meal there again as the atmosphere is gorgeous.",5,,view review
35,,Synphane G.,23/11/22,,,1,5,"The Ridley was great that night! I loved the classic aesthetic of the place. 
The service was amazing! I wish I remembered my servers name because she was really sweet.
Lastly the food CHILE...so flavorful. I'm not vegetarian but I don't regret ordering the fried green tomatoes as my entree. I also tried the shrimp po boy and oysters Rockefeller, both tasty dishes.
I had 2 drinks, the pomegranate blossom and the Dr. Ridley's Legacy, both were good, but I would definitely do back repeatedly for the latter.",32,19,view review
36,,Claudette b.,04/12/22,,,,5,"This is a very nice restaurant tucked under a hotel. The food was especially good. I had the spicy cauliflower ad a starter and the table had the Brussel sprouts . Bath were scrumptious. The pasta with sausage and chicken was very well flavored with just the right amount of seasonings.  The brownie with ice cream topped off my meal nicely.
We were a party of eight and received prompt efficient service throughout our visit. Try it and see that you agree!",24,1,view review
37,,John V.,05/02/23,,,,3,"We had high expectations for this restaurant, but found it was hit or miss depending on the dish...

Oysters were ok, but found lots of small shell pieces and a bit gritty.

The old fashioned included pomegranate juice, which added a sweet flavor, but wasn't our favorite.

Cornbread was good & sharable size.

The shrimp and grits... spot on and would bring us back!

The burger was fine and the fries were tasty.

The service was a little off tonight. Nice people, but had to ask for our server a couple of times.",13,,view review
38,,Dave F.,25/02/23,,1,1,2,"In town with a work group, we had a large party totaling 18 people for dinner on 2/21/23. We were told The Ridley could accommodate, but we were given a special shortened menu, with limited selections. Each person was responsible for their dinner, state per diem rules. 
The location from our hotel was walking distance..perfect location. The ambiance was very nice. A few of us arrived early and had an adult beverage prior to dinner. Very nice and relaxing at the bar. 
Our large group arrived and was seated at two separate tables, with two completely different servers. So basically they broke us up into a party of 8? Which was surprising to me. So tell me why do we need to  order from shortened menu, with a party of 8? Servers wouldn't budge, even though we were now a party of 8 people, with 1 check for each group. Keep in mind we had 2 separate servers. Pretty disappointed with this process. 

Overall the food was average, nice portions. Our server was less than stellar, took along time to get our drinks to table and to take our order. I haf th cajun pasta and added blackened chicken. Food came, and the chicken was not blackened at all. Server made a comment it had sear marks..?  Our other group had some food cooking temp issues with chicken. Our group had to insist with their server it wasnt prepared to proper cooking temp and chicken had visible signs of red colors. The dish was Sent back to finish cooking and after 30 minutes passed the food came back out. By this time every person in the party had finished eating. This person was very upset and her server did nothing to make it right. 
I'm being very generous with a 2 star rating. I feel the setup for out group was not right..the service was less than adequate and the food prices for this lack of food options, quality and service was horrific. 
The Ridley was very disappointing for the amount of money being spent by their customers. 
Thank You 
Dave F....very sad customer!",256,11,view review
39,,Derek L.,03/03/23,,,1,3,"Came here to celebrate a birthday and we had a great time. This place isn't high end luxury but has that boujee feeling to it. In terms of food, the salmon was great. Don't get me wrong about that. Cooked perfectly and the rice and chickpeas were a great pair. However it tasted and looked very lackluster and generic. For 28$, my pallet just wasn't satisfied.",30,,view review
40,,David K.,03/03/23,,,,4,"Food was decent, service was abysmally slow. This is a decent hotel restaurant with modern ambiance and a variety of foods to meet everyone's needs. Friendly but inattentive staff.",211,2,view review
41,,Devin S.,22/03/23,,,,5,This food was very good. The pasta was awesome an our waitress was sooooo nice not sure her name. (Blonde hair) she made me an my moms bday so special.  I would suggest the cornbread as a starter but don't share it lol.,7,,view review
42,,Sarah R.,29/03/23,,,1,5,"Great food and service!! Went in for late lunch and the vibe was perfect. It's a very nice place that gets great natural light and has a chill ambiance. Walking distance from UVA. The french fries were amazing, and the Three Notch'd Ridley beer was incredible! I told all of my friends about the Ridley IPA.

We absolutely adored our server, Anna. Super bubbly and energetic. She was friendly, attentive, and prompt. Will be going back for sure!",1,,view review
43,,Sierra G.,06/04/23,,,,5,Love the atmosphere at The Ridley! Food is good but a bit pricey. The shrimp and grits are my favorite but if I'm just stopping in for drinks with friends then the cornbread is the perfect size to share. Sarah at the bar is so sweet and I love when she's there when I come in. Definitely give the restaurant a try!,18,88,view review
44,,Cindy P.,06/04/23,,,,5,"When in Charlottesville, this is my go to bar for an excellent drink and great service. Sarah, my fav bartender makes an incredible Grand Margarita and Old Fashioned. Always a friendly smile and a quick chat. Outdoor seating right on Main St if you like to relax and people watch. Be back soon Sarah, have me a drink waiting!!",22,,view review
45,,Jay M.,13/04/23,,,,5,"I an in town for work and staying at the attached Marriott

The food here is very good. And pricing is great (I figured it would be Marriott pricing but surprise, its not)

Great bourbon selection (had my faves so, thats great for me)

My server Sarah (with an H) was great even when busy she kept organized. She is also a good reference for other pubs and such. 

I enjoyed my breakfasts as well (included w my Titanium status)

I will be back!!

Thanks All :)",49,147,view review
46,,Shawn H.,26/04/23,,,,5,"I was fortunate enough to have Sarah as my bartender/waitress and she was excellent. I asked her to make a different drink after I didn't care much for the menu one, and also had her heat up my gumbo after the waiter brought it barely warm. Not only was the gumbo excellent, the cornbread was delicious too! Super tasty food and I'd definitely recommend this place. She was attentive, quick and friendly! Great place overall!",4,,view review
47,,Cavin T.,27/04/23,,,,5,Called down from my room during a meeting needing a drink and Sarah(spelling?) was quick to the rescue and brought it promptly to my room!!! The drink was delicious. Thanks The Ridley and thanks Sarah(again spelling?)!,1,,view review
48,,Charles N.,01/05/23,,,,2,"while the service was good and cheerful, the food was severely lacking. The roast Turkey club was meagre and tasteless. Accompanied by barely warm  fries, it was less than a bargain at 16.50. Even less worth the price at 18.00 a glass was the ""house"" pino grigio. 
With the nearby alternatives being student joints, I suppose they trade on being a place for ""grownups"". As well, with the other option being the medical center cafeteria, The Ridley has a somewhat captive audience. In sun, it was a case of not great  Charlottesville food at New York prices.",1,,view review
49,,Serena X.,05/05/23,,,,3,"First off, just want to say we had great service here. Our waiter was attentive and gave us wonderful wine and appetizer suggestions. The skillet cornbread and Brussels sprouts were delicious. However, I ordered the salmon with white beans for the main course, and it was unfortunately disappointing. The salmon was and beans were alright, but lacked flavor. The peas seemed undercooked and almost crispy? 

I also got a cheesecake for dessert to share, and it was nothing special, and not quite as rich as I would typically expect for cheesecake. I did appreciate how it wasn't too sweet. Overall would give them more of 2.5 - extremely pricy for the lack of quality.",229,132,view review
50,,Brett M.,09/05/23,,,,4,"The dinner service is amazing. I've been there 3 time this week to try different options and have not been disappointed. The filet mignon will melt in your mouth. The ribeye is well seasoned and paired with a great compound butter. The fat is perfectly rendered to melt and be absolutely delicious. Lastly, the bone-in pork chop. Again, perfectly cooked and the flavors from the sweet potato mash served on the side to its own honey glaze is paired so well. Make sure to order your drinks and grab some olives or oysters while you wait for your main course. The staff is friendly and attentive. Can answer or get the answer for any question you may have excellent recommendations if you want to try something new. The overall feel isn't that of a hotel restaurant. It feels very much upscale and yet affordable. I like how they break up the bar area from the main dining area. Creates a good feel dependent upon why you're going there.",21,,view review
51,,Bridget S.,13/05/23,,,,2,We came for a Mother's Day brunch. Party of 10 we all drive about an hour to get to Charlottesville and pick a different restaurant each year. I'm not sure if they were short handed but our waitress seemed hurried very rushed. She seemed short whenever a question was asked and not very friendly. Took at least 20 mins for anyone to greet us another 20 for water and then another 20 for our bar drinks. They were not very busy but from the amount of time it took for even a greeting you would think they were slammed. Food was ok not worth the money I think we spent. I can't say we will be back just from the unfriendliness,1,,view review
52,,Jim L.,14/05/23,,,,2,"We came to C'ville for a long weekend getaway for my wife for Mothers Day.  I have read reviews on The Ridley on several different platforms and they seem to be good to very good.  

I dug a little deeper and a lot of those reviews were at the bar, which makes sense.  We came in and it was like a ghost town, but everything took 20 minutes.  Drinks, order, food, check, check receipt....the servers were nice enough, but lacked direction.

The food was NOT good.  My chicken biscuit breakfast was fried within an inch of its life.  The avocado toast my wife had was ok, but the poached eggs were slimy.  My daughters French toast was the best part of the meal.

I would not come back here.  Nice enough people terrible food.",23,141,view review
53,,Shay H.,19/05/23,,,,1,So disappointed. The menu they actually serve is about half of what they advertise online. Food took an hour and the appetizer came out at the same time as the entree. Very bland and small portions. This place was great last year. Not coming back.,3,,view review
54,,Emily A.,04/06/23,,,,5,"I went here on Valentine's Day as it was one of the only places with reservations still available. It EXCEEDED my expectations. The food quality was great and the service was wonderful. In addition, the live music made it very fun to have dinner here. I would definitely recommend this for a nice night out.",13,,view review
55,,Stewart L.,05/06/23,,,,1,"Wow. What a disappointment. This was in our hotel and we made a reservation the night we arrived. Restaurant was dead. Kind of cold decor. The staff was young and inexperienced. Seemed like they were missing management. Food was a MAJOR disappointment. Brussel sprouts that seem to have been cooked earlier in the day and reheated. Shrimp and grits that were overly spicy and curdled. No creamy here. Cobb salad that was tasteless. Cornbread that was dense and undercooked. Again. Clearly precooked and reheated - or not reheated as the case may be. 

I usually avoid bad reviews, but this restaurant is on many top 10 lists. It should NOT BE. Sorry Ridley.",73,8,view review
56,,Charles H.,17/06/23,,,,5,"Stayed here for a wedding, and ended up spending some time at the bar while I wait for the ceremony. Sarah was very accommodating and even made me an off the menu drink. Which was amazing! Deviled eggs were prepared fantastic. Great spot to hang out and people watch",4,90,view review
57,,ReGina L.,19/06/23,,,,2,"The service was horrible, the food was nothing I would want again, and the prices are ridiculous. The very best thing about this restaurant was the Hostess...he was great!",1,,view review
58,,Peter G.,21/06/23,,,,5,"Graduation weekend, with prefix menu was smart, portions were reasonable except the salad.  Service was prompt and food was flavorful.",13,,view review
59,,Kathleen G.,25/06/23,,,,3,Stopped here recently and decided to try it. It was nothing special. The best part was the truffle fries. Crab cakes weren't good and had a weird taste. We would not come back. The look and feel of the place is nice! Sadly we were disappointed.,6,,view review
60,,Johanna E.,04/07/23,,,,4,The food was excellent...service not so much...it took forever to get our order...if you early here just make sure you have nothing to do,10,,view review
61,,Joshua Y.,08/07/23,,,,2,"Brunch For basic eaters with a desire to feel upscale.

Unique menu items: No
Ambiance: 3.5 out of 5
Service: 3 of 5
What would Gordon Ramsay say: "" #%!* Pathetic attempt at cooking classic dishes.""
Price for food quality: 1 of 5


There is nothing on this menu that stands out as unique. Nothing about the food seemed freshly made, which can be fine for some people. Seeing as this place is attached to a hotel, it makes sense why everything comes prepackaged and then assembled.


If you are an experienced eater desiring uniqueness and flavor, this isn't for you.

If you want to impress your friends who don't get out much or want to be off the hook for picking the restaurant for outings, this is for you.",6,23,view review
62,,Chuck P.,15/07/23,,,,5,"The food was good and the service was great. Sarah was our server and she was very attentive and gave us some good suggestions to include brunch cocktail choices.  Had the Cobb salad with grilled shrimp and crispy brussel sprouts.  The salad was just the right size and tasted great.  The brussel sprouts were good but a little sweet.  

Recommend this place for brunch and cocktails.",13,,view review
63,,Jessica W.,25/07/23,,,,5,"The bartender, Sarah, is great!  After a few not-so-great encounters at this restaurant, she was a refreshing personality who provided great service!!  Definitely promote!",5,147,view review
