Date,Rating,Message,Author Reviews,Restaurant
2013-09-03,4.0,"Review's only for the separate lounge area and the delicious sake mojito with giant chunks of ginger; I can't say anything about the food, only that the portions looked tremendously tiny, the presentation was pretty, and I'm sure everyone leaving still had growling stomachs. I've been spoiled rotten by too many all-you-can-eat sushi places in New York, and short of miracle fatty tuna, I can't justify to myself shelling out $10 for a measly few pieces. It really is too bad that Charlottesville is stupidly land-locked, and this place has pretty much got the fish market cornered; I can count on one hand the (good) Japanese restaurants in town. I had already lined my stomach plenty before coming and wanted to get my alcohol on, but let me just say something first about the ambiance of this place: 

First, you're totally paying for the gorgeous 30-foot high ceilings, the cascading light display they've got next to the bar, and the quiet hush that comes when people are trying not to think about how much money they're eating. Second, I want to design my dream home's bathrooms after their bathrooms here. Minimalist Zen. 

FYI - you can't sit in the booths or at the tables without ordering some food. I like how they set up a lounge area but it's still quite tiny and when we left around at around 10:30 on Friday, it had gotten quite crowded. One $10 mojito was good enough for me. Heard good things about the magenta Setting Sun drink. Our waitress was so nice - she offered to split our six-party bill before we asked.

Free Chinese lesson of the day: the little character they have on top of ""TEN"" means sky or heaven. You're welcome. Feel free to impress your date with that.",1420.0,Ten Sushi
2013-03-21,3.0,"Ten is okay. Ten is fine. Ten is a so-called fancy dining establishment downtown that has pretty ridiculous prices. It could be a good reason for girls to dress up and gossip. But if you're looking for a big hearty meal respectable of your money's sweat and tears, turn around. 

I agree with most of my fellow Yelpers here, sushi quality is not anything out of this world. 

Coming here with a possible love interest is nice, on group dates though? Not so much.  

My date and I ordered off a special dinner menu, which provided the option of a three course meal for $30 each. Every dish presented was supplied with a quantity suitable for a baby. These appetizers and entrées were also on the original menu, but because they put it on a separate sheet of laminated paper and deemed it as an ""exclusive offer,"" they could legitimately cut down on the portions. Sushi, again, was so-so. Where your money goes to is the aesthetics, but given, taste was not bad either, quite tender for meats. During the dinner, my boyfriend has the tendency to joke around with me, hinting at the idea of me footing the bill. I honestly don't mind, but it's ironic when he lightly hits my hand when I try to grab the check. Points for humor and chivalry. Details, ladies. 

Explanatory summary: after what was one of the most memorable nights of my life, we scurried back to our dorms where my boyfriend had to make ramen to quench the growling that persisted. Before I passed out on the bed, I heedlessly noted to myself that the food experience is what matters, good or bad. I will simply and properly feed myself the next morning instead. No harm done.",21.0,Ten Sushi
2013-03-22,4.0,"Ten is without a doubt the best sushi you can find in Charlottesville! You might accidentally walk right past it the first time because there is just a small door to a stairway that leads up to the main restaurant. 

The skewers aren't worth the money in my opinion. The waygu beef skewers are cooked nicely, but the chicken can be overcooked and the portions are pretty small. For those who are looking for a non-seafood option, try  the wagyu tenderloin topped with truffled herb wasabi butter. My sister hates sushi so she chose the steak instead and it was really flavorful and tender. Other than the tenderloin, I have found their other non-sush options underwhelming. 

The sushi is very fresh here and what I really love about Ten is that they use freshly grated wasabi! I don't usually use much of the green blob that's usually served with sushi, but the fresh wasabi has a wonderfully different flavor that goes so well with the fish. They have plenty of specialty rolls which have never disappointed. My top picks include their rainbow roll, soft shell crab roll, and dragon [eel] roll. 

I think that they're sushi prices are reasonable and comparable to what you would find in D.C. Since they don't have much competition, they are probably not pressured to keep prices low. 

Service used to be awesome here--the waiters were professional and super personable. Over the years, I feel like their service has become spotty and a little inconsistent. For example, the last time I visited, our waitress was impersonal and seemed a little flustered. I don't know if she was just having a bad night or what--- but it resulted in a slightly awkward experience. 

Food:4.5
Value:4
Service:3.5

Overall: 4",618.0,Ten Sushi
2013-10-06,5.0,"I've been here a couple times. Once a rare date with my wife and another for my daughter's 25th bday. My only regret is we went to Clifton Inn for one of our other daughter's 21st in February before we knew about this place. You can see my review of the other experience but there's no need to speak of it now.

Ten is lovely. Simple yet lush. Understated. The food is creative as are the drinks. The sake selection is large for a ""big city"" joint to say nothing of its peers in Cville.

My default whenever I go to a new sushi spot is the sashimi. A good sushi chef can turn this simple dishi into a opulent, decadent experience. On my first visit, my wife actually tried my sashimi. She had never eaten it before and was curious because of the presentation. She almost ate all my sashimi. 

A very good sushi chef. Very good fish. Quality ingredients and quality chefs mean this isn't a cheap sushi joint. But what you get is excellent and a value.

Beyond the sushi and sashimi, Chef has a varied menu with great daily specials and imaginative creations that will please purists to fusionistas.

But it's not a place - as you can see from some of the reviews - for hipster hopefuls with limited budgets hoping to cop the air of sophistication without truly appreciating or understanding (or affording) what they're doing. It's not a raucous party spot and it's not really good for loud parties.

It's tranquil and interesting. I look forward to many more visits.",44.0,Ten Sushi
2014-08-24,3.0,"So for my husband and I's 7 year anniversary we decided to try 10. We got to restaurant around 6pm on a Saturday. We were asked if we had reservation which we didn't, so since we didn't we were told the only seating was at bar in back or sushi bar, half the restaurant was available. Which I understand the seating might have been reserved but they remained available through the next hour of us being there. There is also no saying reservations required on door to restaurant or web site. 

The staff was friendly and food was good, place is stylish and fun.  We will probably go back with a reservation but they should have walk in seating available even 1 booth and and stand alone table would be sufficient for most couples/groups that walk in, to have no available seating when obviously there is bc they are empty is rude. I can understand if it were completely packed and 2 tables remained open but there were 6 stand alone 2 seat tables and 2 booths vacant the entire time we were there. We left at 7:13pm",17.0,Ten Sushi
2014-09-12,5.0,"If you like sushi and your stuck in middle of nowhere Virginia, this is a good place to visit. 

Visited this place in November with a couple of friends after having a Sushi craving.  We ordered a variety of dishes ranging from appetizers to desserts and the overall experience was good. 

Appetizers: Tried a Ten salad, it was ok, and not worth the 10 dollars. 
Main dish:  Initially I tried different sushi rolls and did not see the value.  Very expensive and were just ok.  After starting to doubt that this place was any good, I got to try Tuna Sushi and this was worth every cent.  Fish was very fresh and of very high quality. 
Desserts: Delicious, the three of us ordered different desserts and all of them were delicious.  Portion size is just right.

Throughout the experience the service was just OK, slow, but the food makes up for it.

Overall, I recommend this restaurant for people looking for the best Sushi in town.  If you do go here dont waste time and money on the sushi rolls, go for the sashimi or nigiri.",401.0,Ten Sushi
2015-08-30,4.0,"We ordered the Chesapeake roll, chicken skewer trio, poke don, tempura avocado, and udon soup. Everything was great except the yuzu chicken skewer tasted like soap. The other 2 skewers were great. 

Other than that the service was great, atmosphere was beautiful inside and out. Definitely recommend.",7.0,Ten Sushi
2015-09-12,5.0,"Ten is one of the best Sushi experiences that I have had in Charlottesville! It is located in a prime part of the town filled with good places to enjoy great food, alcoholic beverages, and of course entertainment.

Since it is located right on the mall off of 2nd Street, parking is a breeze since you can park in the Water Street garage or the Water Street lot. A short two minute walk and vola! Sushi!

The appearance of the inside of the restaurant is very sleek and modern; very inviting and intriguing. In the evening time, it is nice and dark (not too dark, just the perfect brightness level, if you can imagine that). I have taken my lady out here on numerous occasions (she is a sushi lover as well), and she feels the atmosphere and design is romantic, and I have to agree with her.

It features a full bar, booths, tables for larger parties, and small tables as well - perfect for that one-on-one date kind of scenario. 

Each and every time I have had the pleasure of dining here, the staff has been absolutely outstanding. Think polite and professional, and then go up Ten (see what I did there?!) levels from that! Absolutely outstanding! 

In the front of the restaurant, you get to see the sushi chef and his trainee hard at work. Art unfolds in front of your eyes, as fish, other ingredients, and their mouth watering sushi rice all come together to make the perfect concoction of sushi your tastebuds will ever get the opportunity to taste.

The waiters and waitresses are extremely knowledgeable about the menu. You can enter totally clueless in the world of sushi, and leave a walking sushi-pedia of delicious knowledge.

I have literally tried every type of sushi that they have on their menu, and not once have I ever been disappointed. They really are masters of their craft.

Usually when I review restaurants, price can play a factor in determining the overall rating of the establishment. However in this case, it is sushi - for quality sushi you shouldn't expect to get it for cheap or any sort of bargain price. Ten is not a cheap place to eat by any means, but the quality of the food, service, and atmosphere you will be receiving in exchange for your hard earned dollars is well worth it.

If you are looking for bargain sushi that comes no where near the quality of Ten, feel free to go to your local Asian buffet and serve up a plate of that amateur train wreck of a meal they call sushi.

5/5 all the way! Cannot wait to stop in again. Until next time!",16.0,Ten Sushi
2016-02-14,5.0,"Only had drinks, but they were fabulous. The lychee martini was just phenomenal. The seating at the bar is limited, so we sat on the couches, only downside was having to slide past other couples to squeeze into the back corner, it the bar has a great vibe. I'd return to this place.",380.0,Ten Sushi
2016-12-04,5.0,"Amazing food. Service was perfect . I read a few reviews and they mentioned the cost of the meals . My wife and I had our mini moon dinner here and it was perfect . We ordered a total of 7 rolls because they were so good . If you enjoy great sushi it doesn't matter the cost . 

Try the Beef Roll ( we had it twice ) !!! We will be back .",7.0,Ten Sushi
2016-08-16,3.0,"Came again for another fancy date and was honestly rather disappointed with the quality of the fish this time around. Don't get me wrong, the sake (salmon) and other normal cuts of sashimi were still great, but it turns out their sushi chef opened his own restaurant on the downtown mall (Mican), and I'm not sure if the replacement has the same kind of experience with the cuts of tuna. 

Service was great, and the harami miso was still delicious, but the oh toro (very fatty tuna cut) was not the same cut as we had last year (that was melt-in-your-mouth good). I no longer can say I feel that it was worth the $8, though it was still good tuna. Just not oh toro, which made me a little sad.",103.0,Ten Sushi
2017-03-06,4.0,"If they hadn't lost our reservation I'd give this place 5 stars.
We sat at the bar, and had fantastic service from the bartender and the food runner, and the food was excellent.  The tempura dishes were wonderful, avocado tempura was quite good, but our favorite was the lobster tempura.  Also had the chefs special sushi rolls, received an assortment of excellent seafood, and had some unique but great steak rolls as well.  The mixed drinks are fabulous too.  We will be back. Might just head straight to the bar and forget about getting a table!",20.0,Ten Sushi
2017-06-27,3.0,"Pros: really good chu-toro.
Cons: literally everything else. Everything was raw, including the rice and the fried dessert. 

The service was fine but inattentive.

All in all, not one of the better meals at the price point that I've had in Charlottesville.",185.0,Ten Sushi
2017-06-29,5.0,"Amazing amazing amazing. 
Ten has incredible atmosphere, it's a super cool restaurant, they play awesome music and the bar is awesome. The sushi is fresh, but the portions are small and expensive (be warned.) I recommended trying the lobster tempura (it's one of my favorite dishes I've EVER had.) The meat skewers are great, the Chesapeake roll and fatty tuna are my favorite rolls. This is an awesome place to grab a bite, it's hip but also very elegant. 

Try it!",67.0,Ten Sushi
2017-07-22,1.0,"I don't often leave reviews. But TEN committed attempted manslaughter tonight, so I felt the need to write a small note in response. 

My wife and I booked a table for two for Restaurant Week. We were explicit on the reservation about her severe, anaphylaxis-inducing allergy to both peanuts and tree nuts. We reminded the waiter of the allergy when we arrived, and asked that every dish be checked with the chef to make sure there were no nuts. (I'm free from any such restrictions, but it's a Japanese restaurant, so of course we wanted to share, and in any event, I wasn't interested in ruining a date night by rendering myself unable to kiss my wife). 

First course arrives: beef tartare roll, and very pretty ahi tuna with avocado...and pine nuts. Not listed on the menu, but literally covering the entire dish. I called the waiter over and noted the nuts on the plate. He immediately apologized. We asked if he had actually checked dishes with the chef, and he admitted that while he might have done so for my wife's order, he didn't do so for mine. I ordered a different appetizer and he left. 

I admit, we probably should've just picked up and left at that point. We were feeling really uncertain about whether this place was taking her food allergy seriously. And no disrespect to any of my friends with intolerances to gluten or dairy (restaurants should take that shit seriously as well) but a nut allergy is life-and-death stuff. But we had this date planned, and it was already 8 pm, so we decided the best course of action was to ask to see the manager. 

A few minutes after I inquired at the host station, the manager shambles to our table. ""Hi.""  A blank stare. I thought, ok, maybe they didn't tell him what happened, and so I explained about my wife's allergy and the dish with the nuts.  More blank stare. I said, ""hey, we're not trying to get anyone in trouble, and we're not looking for a handout, we just wanna be sure you're not gonna bring anything else out of the kitchen with nuts in it. It could kill my wife."" The entire response:

""Only use nuts on the salads and that dish. You're fine. I guess I'll double check.""

We never saw him again. 

The waiter gave us a discount essentially amounting to 20% off. Which, again, I'm not here to quibble about. Too many people think one mistake by a server entitles them to a free supper. But I really just don't think this place took at all seriously their obligation to serve food that was safe for their customers. Which should be a baseline thing for any spot taking your money in exchange for a bite to eat, whether it's a greasy spoon or (in this case) an expensive fine-dining spot.  And so we won't go back, and we recommend that you skip it as well.",1.0,Ten Sushi
2017-12-19,5.0,"I CAN'T GET OVER THIS PLACE. Like I can't stress that enough. I still think about it sometimes and could honestly cry. I was amazed from the second I stepped foot in the building. The place is simple, modern, and clean. They have a beautiful setup and bar. I love the atmosphere-- it makes you feel like a million dollars and makes you want to just spend your entire bank account there. 

For the appetizers, I ordered the udon and tiger shrimp. The udon was pretty good but just a tad on the salty side. The tiger shrimp was amazing. The sauce on those shrimp was to die for. It was also served on a bed of seaweed salad which gave it a nice touch. I ordered the wagyu beef roll and the soft shell crab roll. They were both very good. The soft shell crab roll was served in four larger rolls while the beef was in eight rolls. Although this place is on the pricier side, I genuinely believe it's worth it given the service and experience. I would definitely come back and try some of their drinks as well!",196.0,Ten Sushi
2018-01-28,4.0,"Came here for restaurant week, and I came out really on the fence about the meal. On one hand, the food was very good. Besides the ramen (which I will talk about a little below), the flavors were really great. The dishes were executed really well and the service seemed really attentive. The ambiance is great too, with a modern Japanese decor resembling the contemporary fare. For the $35 menu, I thought the portions were good (enough to satisfy your cravings, but not over-fill you) and the menu extensive enough to offer a variety of entree options. I ordered the below dishes:

Kitsune Udon: This udon were firm but chewy and grounded the soup really well. The warm broth had a light, salty, but bold umami flavor. Great appetizer portion that introduced the rest of the meal.

Abura Ramen: For my second noodle dish, I was expecting a similar broth, but Ten's take on this dish includes all of the fixings without a broth to dilute the flavor. The egg was perfectly cooked-firm whites on the outside and a glossy yolk in the middle. The pork had a great chewiness and salty flavor to complement the egg and noodles. What really stood out was the mushroom and tomago paste on the side. Incorporating these in with the noodles elevated the dish and added a creamy but light base to the ramen. The noodles themselves were very good, but still tasted a bit dry and disconnected with the dish. Even when you incorporate the pastes and the yolk, I would recommend adding a light sauce (other than the oil currently there) to round out the plate.

Nigiri Omakase: this dish was really good. The plate includes 4 nigiri hand chosen by the chef (these change daily). If you can order the Walu, this one was by far the best. The quality of each fish is spectacular and really showcased the knife, preparation, and plating skills of the chef. My only recommendation is to cut down on the amount of wasabi in each piece. I really like having the kick to balance out the butteriness of the fish, but in at least two of the pieces, the wasabi definitely took away from the delicate flavors.

Overall, I'm happy with my experience at Ten. The dishes were simple but well seasoned and executed. Ten uses really fresh ingredients, which brings out complex flavors without over thinking the dishes. Would definitely come back to try more maki rolls and modern entree items.",101.0,Ten Sushi
2018-04-02,5.0,"I'm speechless. My recent experience at Ten was incredible. From the food, atmosphere, to the service- everything was on point.

When you first enter the door, there is a staircase right in front of you (staircase to heaven filled with amazing food). The staircase is pretty long and can be difficult to walk on with heels- just a warning. Once you get upstairs, you see beautiful lights along the wall. The ambiance of this place is super classy and romantic. This place is perfect for date nights. 

My date and I ordered several things to share including: 
-Udon: The best udon I've ever had. It was so light and savory. The noodles were super soft yet chewy.  Also, my favorite thing about this dish was that it was piping hot which was great on a cold night.
-Unagi Sansho: This roll came with freshwater eel, Japanese peppercorn, and unagi sauce. It was so simple yet so delicious. The unagi was well seasoned and paired well with the peppercorn. Dip this in some soy sauce with wasabi and you've got a party in your mouth.
-Soft-shell crab roll: The roll's presentation caught my eyes. As for the taste, equally as appealing. The soft shell crab was crunchy and just the right level of saltiness. Definitely give it a try!
-Tiger Roll: It included prawns and unagi with a spicy sauce. The prawns were so meaty. This roll is worth trying! 
-Japanese Wagyu Beef Roll: MY FAVORITE. I cannot stress enough about how good this was. The beef was incredibly tender and well seasoned- it paired perfectly with the avocado. It just melted in my mouth. Oh my goodness, I still dream about this dish everyday. Just wow. 

Overall, I'd highly recommend this restaurant. It's pricey but the quality is so worth it. If you're a huge foodie like me, you'll love this place.",221.0,Ten Sushi
2018-01-03,5.0,"From the moment I stepped up into this aesthetically pleasing area I was greeted by a beautiful and friendly young lady. I was alone, and she was sensitive to that (it's rare to dine alone these days lol), she asked me if I would prefer a table and I appreciated that (most places assume a loner wants the bar). The server was knowledgeable and attentive to my every need. He knew when to come over to my table and when to ask if I needed another drink....BTW: you will be missing out if you don't order a lychee martini.  Another man came to my table to ensure I was attended to and it felt good. The chef's recommendation for sea bass (and a salad) is what I ordered. I thought I had the best sea bass (Chilean) in Miami, but no...this place has the BEST sea bass dish. service and food both exceed 5     !! You will not be disappointed and your money will be well spent.",3.0,Ten Sushi
2018-03-17,3.0,"I went to Ten for a Friday night dinner date. 

Pros: Sophisticated ambiance, knowledgeable waiter, good Sake options.

Cons: Very expensive, some dishes have farm-raised fish, appetizer and dessert portion sizes do not justify the $$$. 


Ten gets an A+ for ambiance. The dim lighting, background music, upstairs location on the downtown mall, sleek grey booths, and high ceilings give the restaurant a cosmopolitan feel. The interior of the restaurant is one of the most sophisticated in Charlottesville. Perfect setting for a chic date or girls night out.

The food is very good but not outstanding. Considering the high price point of this restaurant, I expected more. Honestly, the sushi was of similar quality to other (much more affordable) Japanese restaurants that I have visited. 

For our appetizer we ordered the rock shrimp. Half of the shrimp was coated in a spicy creme sauce and the other half in a sweet wasabi sauce. I highly recommend this for an appetizer order. However, the portion size was small for a $12 order. 

We ordered four sushi rolls for dinner. The Maguro Karai Honey, Stella Blue Crab Roll, Unagi Sansho, and Ebi Tempura. Some rolls have eight pieces while others have six. The sushi was good- what you would expect from a respectable sushi restaurant - but it wasn't stellar. I assumed that the fish would be wild-caught considering the pricey menu at Ten, but the waiter informed me that the crab and shrimp were farm-raised (farm-raised fish are often raised in controversial conditions). This was disappointing. 

For dessert we ordered the green tea mochi and warm chocolate cake. I would recommend the warm chocolate cake. The vanilla ice cream compliments the warm inside of the cake. 

For drinks, I recommend getting a Sake flight and then ordering a glass of your favorite kind. Our waiter was very helpful and knowledgeable about the different Sake options. I enjoyed my glass of the ""Little Lily"" Sake.",20.0,Ten Sushi
2018-09-04,5.0,"Ten is probably one of my favorite restaurants in Charlottesville. Throughout my 4 years in Charlottesville, I have probably been to this restaurant at least 7 times. The restaurant itself is very elegant and it is located on the Downtown mall which always opens up the opportunity of taking a night stroll after our stomachs are stuffed from the excellent food. 

Service: The staff is always incredibly friendly and super knowledgeable. They are always willing to share with you their favorite dishes and are never trying to upsell you on anything -- in fact, I remember our waitress during restaurant week actually giving us advice on what the most cost effective deals were. 

Food: I am a huge fan of their rolls -- they are always very unique, with some rolls including ingredients like jalapenos in them or even the standard components such as soft shell crab. Whatever ingredients they put in their rolls, they are always of the highest quality. Aside from rolls, some of my favorite dishes include the Wagyu tenderloin (melt in your mouth beef that is packed with flavor) and the Walu fish sashimi (also a melt in your mouth white fish). Definitely visit during restaurant week -- they have an awesome value deal that allows you to try many dishes for a much cheaper price, and you definitely leave feeling very full! 

I'll miss this place when I graduate!",31.0,Ten Sushi
2018-12-05,5.0,"YES. AMAZING. 

My boyfriend and his family are regulars here. He took me for the first time when I visited him in Charlottesville. Coming from the SF Bay Area where I eat tons of sushi, this was one of the best I've had. 

The lobster tempura was INCREDIBLE. SO DELICIOUS I'M TEARING UP THINKING ABOUT IT. Even though everything wasn't 5-star perfect this tempura impelled me to give Ten a full five star rating. It was THAT good.  

The rock shrimp tempura was also good but a little too heavy. 


We got the tempura shrimp sushi rolls and the crab rolls. The crab rolls were spectacular. Tasted like mini crab cakes. The shrimp tempura was again a little too heavy with the sauce. 

We got edamame for appetizer. Very good. 
The seaweed salad was also SO DELICIOUS. second favorite thing of the night after lobster tempura. Red miso s

The green tea had a very unique earthy taste that I really enjoyed. 

The service was slow to get our main dishes to us but they took the appetizers off the bill to compensate which was nice.",171.0,Ten Sushi
2018-09-06,3.0,"Coming from the perspective of someone from Las Vegas, accustomed to sushi there, in LA, and Japan itself, Ten is just alright. In a sense, it's not their fault, theres only so much Charlottesville restaurants can do not being immediately connected to any big cities receiving fish imports. For their means, they do a great job, the tuna always tastes fine, but I've had some others that have been chewy or fishy. They are also rather expensive because they do do the best they can to bring in fish. It is the only place I would ever go to get sushi in Charlottesville, but still couldn't bring myself to do it often. Decent cocktail selection! Love the lychee.",98.0,Ten Sushi
