Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends
Mugdha A.,21/10/19,2,,3,5,"My husband discovered this place based on yelp reviews and hands down it's the best food we have had in Charlottesville.
Their drinks won us over. The key lime pie martini tasted just like key lime pie. My husband got the lychee martini and although strong, it's delicious. 
The food at this place wowed us! We are vegetarian and they have PLENTY of veggie friendly options. We got Brussels sprouts, kale tortellini, Kung pao cauliflower, goat cheese dumplings and the drunken noodles. Every single thing was perfect!! My husband and I still can't decide what we liked best since everything was absolutely delicious!! 
We live in Richmond and I will drive an hour to come eat here!! 
Absolutely amazing place.",63,7
Ana D.,01/11/19,2,,2,5,"Don't be thrown off by the decor or smell. 
The food is delicious. 
The restaurant is very spacious so you likely won't have to wait. 
Three of us came here and got 6 savory dishes and 2 desserts. For dessert we had the mango pie and the three chocolates, while they were good, I may not get them again. 
I would however get every single savory dish again. 
All the sauces and seasoning were really, really good. 
We had the pork taco, the beef empanada, shrimp, coconut gnocchi, Brussel sprouts, and I'm forgetting one. 
The ordering system is also very easy. 
Service was good.",280,235
Kelsie P.,04/11/19,1,,,5,"My friend and I found ourselves here on a Wednesday night and to our surprise, they had a special menu with $6 plates. We totally over-ordered and had about 10 plates between the 2 of us. Everything was spectacular and delicious. We ended our feast with the choco tacos with pistachio ice cream. Yum!",41,3
Lyndsay W.,18/11/19,,,,5,"I like the ambiance here--it's in a refurbished house. Because it's off the downtown mall, it's hard to immediately tell that it's a restaurant. I liked all of our tapas, however we probably should have ordered less. The portion sizes are big--a good problem to have. As everyone says, the cocktails are delicious. The key lime pie one legitimately tastes like key lime pie.",195,135
J B.,21/12/19,,,,4,"Saw the great pictures and had to try it! 
Highlights:
Very friendly service 
Seated immediately 
Great atmosphere 
Everything we had was very good:

Mango mojito
Korean beef empanada (a little soggy)
Firecracker shrimp
Brussel sprouts (excellent)
Edamame 

We would definitely come back.",163,
Ryan K.,01/02/20,,,1,4,"Decent food served in what appears to be a former living space. The table where we were seated had a couch on one side with the rest of the table surrounded by ottomans. It was a sub-optimal seating environment for those who require back support, but it does not break the dining experience in my opinion. I visited Bang! during restaurant week with a fairly large group, so I was able to try most of their menu. I probably had about 15 or so different dishes, so my dining experience was decidedly a blur. Unfortunately, I cannot say that any of the dishes stood out as particularly tasty. Nothing I had was particularly bad. Everything was just fine. Bang! does not seem to have the best value for its food, but it would not be a terrible choice for tapas in Charlottesville.",674,21
Lisa M.,16/02/20,1,1,1,5,"My table ordered 
Sweet potato gnocchi 
All of the steamed buns
Goat cheese dumplings 
Pork ribs
Wasabi slaw
Grilled broc
Gen Tao's cauli
Pork ribs


Ridiculously amazing. All of it. Go here. You won't be sorry. 

Thank you Chariya for the amazing Espresso martini!

We also had ..

Bangonade
Da bomb Basil drinks. Delish

Yes.",19,1
Tiffany L.,29/04/20,1,,2,3,"I thought that the food here was great! The martini list is also extensive and creative. They do fusion well but the pricing feels exorbitant given that the shared plate portion sizes range from small to minuscule and that the space itself feels more ""dive bar"" than ""upscale."" Throw in the fact that parking is annoying (though I believe the private parking lot across the street from them is free on the weekend) - that brings this place down to a 3 star rating.",1365,139
Jane M.,23/05/20,,,1,4,"I would definitely be willing to try this place again post pandemic. It was overall good, but not great. For the price, I would definitely expect the food to be fresher. 

The best items were definitely the goat cheese dumpling and the beef empanada. They were both delicious, though not entirely fresh. 

The buns were a little more disappointing. They were small, even for bao. The real problem was that the chicken was clearly not fresh. It was chewy and tough like it had sat out for a while, and was room temp. The beef was better tasting but also not warm. 

The drink was very strong and had good flavor. It looked smaller in the cup it comes in, but was just right for two cups. 
 
We ordered onsite and did take away. The food was ready surprisingly fast, but after trying it, I think that is because some of it was already sitting out.",138,11
Sean S.,20/09/20,,,,2,"Food all tasted the same. Pork tacos, dumpling, etc. Very blah. Service left much to be desired. Many other restaurants doing a better job out there. Don't waste your time. 

We all got eaten alive by mosquitos while trying to eat dinner. You'd think they would spray something out there to help with that. Hard pass this spot until things get back to normal.",8,3
Caitlin C.,30/09/20,,,2,5,"COVID: you're given a clean basket with napkins, forks, and knives and are assigned a table. Tables are ACTUALLY 6 feet apart and the tented area was nice. Usually when I sit outside there's a lot of bugs but I didn't have this issue. Food is given in little boats with small paper plates so no dishes are used. 
FOOD: For a long time I've heard about bang and have wanted to go and I'm SO glad I finally did. The food was all incredible and flavorful. My favorite was the coconut rice...I'm not a huge coconut fan but it was subtle and so delicious. I can't recommend just one thing because I truly loved everything I ordered but I was most impressed with the coconut rice. 
The only annoying thing was that I had to pay for a water bottle but I understand it's part of their COVID policy. I'll definitely be coming back soon!",157,26
Emma S.,04/10/20,,,1,5,"Easy takeout spot, with delicious Asian-inspired tapas! You must try the firecracker shrimp if you go here!",23,273
Ben W.,11/10/20,,2,,1,"This used to be a favorite of ours. They have completely fallen apart. They have not handled COVID well at all. Drinks come in little plastic bottles to be drank out of plastic cups. The menu / ordering system is so confusing that the wait staff has no idea what you have ordered. They drop it off in fast food paper plates and call out what it is over their shoulder as they walk away. The service is terrible now. 

Bang is definitely a No Go these days. Save your money and go somewhere that knows what they are doing.",18,
Matthew H.,14/10/20,,,,4,"FOOD: 
- pretty good asian inspired tapas
- recommend: pork belly bun, beef dumplings
- I would get pickles next time too to cut through the fried food-feeling
- ALL the sauces are the same... Why??? Kinda lame

DRINKS:
- sin city cocktail is delicious! Sweet with a bit of the alc still coming through.

PRICE:
- IMO overpriced $$$ (like all tapas tbh)
- buns are $4 and puny, only go for the pork belly one tbh cause that one is justifiable

This seems like more of a ~experience~ place you go with a lot of people. Food is nothing special but still good.

Edit: went to cookout after. Lol",65,2
Alison W.,11/01/21,4,,2,4,"In-person dining at Bang at this time is very conscious of social distancing and covid restrictions which I very much appreciate, although it results in lackluster service and takes away from the presentation and atmosphere. Given the current circumstances though I can't hold that against them. We tried a whole variety of menu items, as follows:

Would order again: genera tso's cauliflower, fried brussels, Kale Caesar

Enjoyed but didn't love: goat cheese dumplings, fried chicken buns, pork belly buns, edamame

Would pass: drunken noodles

The vegetarian items were the star of the show. As with most other tapas, I found Bang to be slightly overpriced for what you get. And due to covid we had to pay for water bottles which seemed a little stingy. I'd love to come back and try more menu items and cocktails once indoor dining gets back to normal.",174,251
Destiny L.,13/04/21,,,2,5,"This is an awesome spot within walking distance to my apartment! Beautiful downtown location in what seems to be a remodeled historical home! Very quaint! 

Upon entering the area we were greeted with a sign at the front which explained dining instructions, takeout instructions, as well as opening hours! (Pictured)

We of course opted to sit outside on their front porch to look at all the beautiful plants and spring scenery! We were seated, and greeted by a sweet server who told us about the menu and how to work it!

I came into this knowing we would order several small plates to share so here we go!

Caesar Kale Salad- this was very crunchy, fresh, and cool on a warmer day! It was beautifully plated and seasoned nicely. It was a little on the sweeter side for my liking but I enjoyed it anyways! (Love a good starter salad)

Drunken Noodles- These also had a wonderful flavor and were mixed with yummy veggies and mushrooms and a hint of spice amidst the sweet sauce!

House Pickles- I love pickles! Almost everywhere I go if it's on the menu, I'll try them! These are the sweeter type, not dill, tad bit of a spice, and very crunchy and delicious!

Chicken Buns- These are the BEST!!! The buns were so soft and doughy and the chicken was deliciously moist with a wonderful spicy Mayo! I could have eaten about three of those in addition to the other things we ordered! What can I say? I love chicken and this his all the spots for me!!!

Braised Short-Rib Dumplings- These were to die for and they certainly didn't hold back on the meat for all you meat lovers! They were literally packed with the tenderest rib meat with just the right spices! The miso mayo was a favorite and complimented the dish very well!

Crab Pot Stickers- Came out beautiful as did the rest! The post sticker had a nice crispy shell that wasn't greasy at all. The filling was a nice blended filling with a delicates crab and seafood taste (according to my husband, I'm not the seafood lover). They looked awesome and as was everything, BEAUTIFUL!

Water was brought out complimentary and we ordered two sprites which were served in cans with glasses of ice. I noticed they had many drinks, sake, beer, so I wanted to try out something non-alcoholic (daiquiri, special soda, mock tail) because I no longer drink, but unfortunately the basic sodas and water were my options. This will not hold me back from visiting in the future! We would like to return for dessert, and some other offerings!",79,205
Gabrielle H.,15/04/21,1,,,4,"Enjoyed the meal sitting out on the back patio. Friendly service. Our favorite was the goat cheese empanadas and brussels. Wish the broccolini didn't have so much sauce on it. Otherwise, fantastic meal! Would come back again.",42,6
Rachel M.,27/04/21,1,,,5,Went back to bang and the food is still immaculate . Really can't complain about anything. Get the cauliflower!!!,80,9
Priscilla O.,21/05/21,,,,2,"The hybrid QR code paired with live waitress concept didn't work very well. Our waitress was pleasant but we hardly interacted with her after she explained that we could either fill out an order form on the table or order online via the QR code. She mentioned there were a lot of daily specials online but couldn't remember what they were because there were so many. We got the impression that the restaurant preferred us to order online rather than engaging the waitress. 20 minutes later the waitress dropped by to ask if we were ready to order something. Which we had already, 20 minutes ago via the QR code. The picnic table in the backyard that was assigned to us butted up against the plantings and we ended up trampling half of them getting into our seats. This also stirred up the mosquitoes, which bit us savagely. As is the case with fusion food, all three dishes we ordered were uniformly sweet.",251,155
Lily H.,23/05/21,,,,2,"Food was served before drinks 
Food delivered to the wrong table 
Waitress handed glasses to customers instead of setting down on a table. 
Wasn't told until time of payment that cash wasn't accepted. If I had known I would've dined elsewhere. 
Food was average but the edename was rock hard",19,6
Erin R.,30/05/21,,,,4,"I'm a big fan of Bang! We came for dinner on a Friday night and were able to snag a table outside.  We ordered a lot.

*Pork BBQ Taco: A fun crispy shell and a generous heaping of savory shredded pork. I am not usually a bbq taco fan, but I liked this one because it wasn't an overpowering bbq flavor

*Short Rib Dumplings: These were excellent!! Savory, good amount of meat, dumpling wasn't overly thick

*Korean Beef Empanada: Pretty good. the Meat wasn't evenly distributed but still flavorful

*General Tsos Cauliflower: I don't know why but I wasn't expecting breaded and fried, but it was and the flavor profile was spot on

*Crab pot stickers: Probably my least favorite. The crab flavor is just over powering so it was a little one note

*Goat cheese dumplings: YUM. lightly fried goat cheese works.

*Tuna poke bowl: Really good. Would be better if the tuna was raw, it didn't need to be seared

Our server was super nice and the food came out quickly.",1001,313
Haiku 4 U.,31/05/21,,2,,5,"Today I met an angel. His name is Luke and he told me to sit at the table to the left and then he told me what to order. Honestly, I'm pretty sure if Luke told me to jump off a bridge I'd step right up because I'd trust that he's directing me to epiphany.

Real talk. You need to come here. Order anything on the menu because it's all so delicious it will make you feel disgusting later and I mean that in the best way.

So ultimately...

Come and taste heaven
General tso's cauliflower
Goat cheese dumplings too",41,2
Justin N.,23/06/21,,,,4,"Came here on a date. It was a nice sunny day and we were seated in the back patio. The restaurant is cute and the outdoor seating is nice. We ordered the Brussels, Ginger Pear & Avocado Salad, Pork Belly Steamed Buns, and Sweet & Sour Pork Ribs. The Brussels were delicious but I felt like the other dishes were average.

The Flash Fried Brussels tasted amazing. They were perfectly fried, and the sauce and seasoning on the Brussel sprouts were tasty. I would definitely order this dish again.

The Ginger Pear & Avocado Salad had a great flavor profile. The sweet pear, salad greens, and dressing were really nice; however, the dish would have been perfect if the avocado were fresher (dark spots can be seen in the picture). For a restaurant like Bang!, I would expect the ingredients to be fresher and held to a higher standard. Especially the vegetables considering it leans more vegetarian in its options.

The Pork Belly Steamed Buns were good but not amazing. We enjoyed the dish; however, coming from DC, I've tasted better and more delectable pork belly buns.

The Sweet & Sour Pork Ribs were average. There are definitely better ribs in Charlottesville for much less. That's not to say that the ribs tasted bad because they tasted good, but for the price they did not meet my expectations.

Overall, Bang! is a a good spot for date night. The restaurant and outdoor seating is cute and perfect for a nice summer day. I would highly recommend the Flash Fried Brussels if you find yourself here.",372,109
